"ID_study","system","latitud","longitud","n_avail","n_total","p_avail","p_total","c_total","light","temp","duration","vol","tax_resp","tax_resp_mn","tax_resp_sd","tax_resp_reps","tax_resp_cat","tax_resp_typ","n_add","p_add","n_rate","p_rate","tax_resp_unit","fert_unit"
"HLH573","freshwater","-42.2","171.5","14.24285714",NA,"0.035483871",NA,NA,NA,"4.4","24",NA,"periphyton","4.2",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH575","freshwater","-42.3","172.5","2.1",NA,"0.025806452",NA,NA,NA,"2.3","24",NA,"periphyton","0.45",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH575","freshwater","-42.3","172.5","2.1",NA,"0.025806452",NA,NA,NA,"2.3","24",NA,"periphyton","0.55",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH575","freshwater","-42.3","172.5","2.1",NA,"0.025806452",NA,NA,NA,"2.3","24",NA,"periphyton","0.5",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH575","freshwater","-42.3","172.5","2.1",NA,"0.025806452",NA,NA,NA,"2.3","24",NA,"periphyton","0.55",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH576","freshwater","-42.2","171.5","2.121428571",NA,"0.041935484",NA,NA,NA,"5","24",NA,"periphyton","1.3",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH576","freshwater","-42.2","171.5","2.121428571",NA,"0.041935484",NA,NA,NA,"5","24",NA,"periphyton","1.2",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH576","freshwater","-42.2","171.5","2.121428571",NA,"0.041935484",NA,NA,NA,"5","24",NA,"periphyton","0.9",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH576","freshwater","-42.2","171.5","2.121428571",NA,"0.041935484",NA,NA,NA,"5","24",NA,"periphyton","1",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH577","freshwater","-42.7","171.75","2.757142857",NA,"0.064516129",NA,NA,NA,"6.2","24",NA,"periphyton","3.8",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH577","freshwater","-42.7","171.75","2.757142857",NA,"0.064516129",NA,NA,NA,"6.2","24",NA,"periphyton","4.5",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH577","freshwater","-42.7","171.75","2.757142857",NA,"0.064516129",NA,NA,NA,"6.2","24",NA,"periphyton","3.7",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH577","freshwater","-42.7","171.75","2.757142857",NA,"0.064516129",NA,NA,NA,"6.2","24",NA,"periphyton","3.75",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH578","freshwater","-43.5","172.2","1.828571429",NA,"0.035483871",NA,NA,NA,"7.5","17",NA,"periphyton","9",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH578","freshwater","-43.5","172.2","1.828571429",NA,"0.035483871",NA,NA,NA,"7.5","17",NA,"periphyton","10.5",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH578","freshwater","-43.5","172.2","1.828571429",NA,"0.035483871",NA,NA,NA,"7.5","17",NA,"periphyton","11",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH578","freshwater","-43.5","172.2","1.828571429",NA,"0.035483871",NA,NA,NA,"7.5","17",NA,"periphyton","28",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH579","freshwater","-44.5","170.5","0.471428571",NA,"0.1",NA,NA,NA,"9.6","17",NA,"periphyton","1.6",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH579","freshwater","-44.5","170.5","0.471428571",NA,"0.1",NA,NA,NA,"9.6","17",NA,"periphyton","3.8",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH579","freshwater","-44.5","170.5","0.471428571",NA,"0.1",NA,NA,NA,"9.6","17",NA,"periphyton","2",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH579","freshwater","-44.5","170.5","0.471428571",NA,"0.1",NA,NA,NA,"9.6","17",NA,"periphyton","3.8",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH580","freshwater","-43.75","172.35","1.007142857",NA,"0.087096774",NA,NA,NA,"8","17",NA,"periphyton","2.7",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH580","freshwater","-43.75","172.35","1.007142857",NA,"0.087096774",NA,NA,NA,"8","17",NA,"periphyton","3.8",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH580","freshwater","-43.75","172.35","1.007142857",NA,"0.087096774",NA,NA,NA,"8","17",NA,"periphyton","2.4",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH580","freshwater","-43.75","172.35","1.007142857",NA,"0.087096774",NA,NA,NA,"8","17",NA,"periphyton","2.7",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH581","freshwater","-43.5","172.2","0.5",NA,"0.041935484",NA,NA,NA,"6.8","17",NA,"periphyton","2.1",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH581","freshwater","-43.5","172.2","0.5",NA,"0.041935484",NA,NA,NA,"6.8","17",NA,"periphyton","8.2",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH581","freshwater","-43.5","172.2","0.5",NA,"0.041935484",NA,NA,NA,"6.8","17",NA,"periphyton","3.7",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH581","freshwater","-43.5","172.2","0.5",NA,"0.041935484",NA,NA,NA,"6.8","17",NA,"periphyton","6.3",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH582","freshwater","-44.5","170.5","1.171428571",NA,"0.041935484",NA,NA,NA,"8.5","17",NA,"periphyton","2.1",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH582","freshwater","-44.5","170.5","1.171428571",NA,"0.041935484",NA,NA,NA,"8.5","17",NA,"periphyton","3.6",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH582","freshwater","-44.5","170.5","1.171428571",NA,"0.041935484",NA,NA,NA,"8.5","17",NA,"periphyton","2.2",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH582","freshwater","-44.5","170.5","1.171428571",NA,"0.041935484",NA,NA,NA,"8.5","17",NA,"periphyton","6.6",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH583","freshwater","-43.75","172.35","7.235714286",NA,"0.051612903",NA,NA,NA,"8.5","17",NA,"periphyton","20",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH583","freshwater","-43.75","172.35","7.235714286",NA,"0.051612903",NA,NA,NA,"8.5","17",NA,"periphyton","25",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH583","freshwater","-43.75","172.35","7.235714286",NA,"0.051612903",NA,NA,NA,"8.5","17",NA,"periphyton","21",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH583","freshwater","-43.75","172.35","7.235714286",NA,"0.051612903",NA,NA,NA,"8.5","17",NA,"periphyton","28",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH584","freshwater","-42.3","172.5","1.064285714",NA,"0.035483871",NA,NA,NA,"8.8","17",NA,"periphyton","1",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH584","freshwater","-42.3","172.5","1.064285714",NA,"0.035483871",NA,NA,NA,"8.8","17",NA,"periphyton","1.25",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH584","freshwater","-42.3","172.5","1.064285714",NA,"0.035483871",NA,NA,NA,"8.8","17",NA,"periphyton","0.7",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH584","freshwater","-42.3","172.5","1.064285714",NA,"0.035483871",NA,NA,NA,"8.8","17",NA,"periphyton","1.45",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH585","freshwater","-42.2","171.5","15.60714286",NA,"0.061290323",NA,NA,NA,"17.1","17",NA,"periphyton","9",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH585","freshwater","-42.2","171.5","15.60714286",NA,"0.061290323",NA,NA,NA,"17.1","17",NA,"periphyton","10",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH585","freshwater","-42.2","171.5","15.60714286",NA,"0.061290323",NA,NA,NA,"17.1","17",NA,"periphyton","10",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH585","freshwater","-42.2","171.5","15.60714286",NA,"0.061290323",NA,NA,NA,"17.1","17",NA,"periphyton","17",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH586","freshwater","-42.7","171.75","1.221428571",NA,"0.067741935",NA,NA,NA,"9.9","17",NA,"periphyton","0.6",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH586","freshwater","-42.7","171.75","1.221428571",NA,"0.067741935",NA,NA,NA,"9.9","17",NA,"periphyton","1.15",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH586","freshwater","-42.7","171.75","1.221428571",NA,"0.067741935",NA,NA,NA,"9.9","17",NA,"periphyton","0.65",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH586","freshwater","-42.7","171.75","1.221428571",NA,"0.067741935",NA,NA,NA,"9.9","17",NA,"periphyton","1.3",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH587","freshwater","-42.3","172.5","2.035714286",NA,"0.035483871",NA,NA,NA,"7.3","17",NA,"periphyton","1.3",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH587","freshwater","-42.3","172.5","2.035714286",NA,"0.035483871",NA,NA,NA,"7.3","17",NA,"periphyton","1.7",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH587","freshwater","-42.3","172.5","2.035714286",NA,"0.035483871",NA,NA,NA,"7.3","17",NA,"periphyton","0.7",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH587","freshwater","-42.3","172.5","2.035714286",NA,"0.035483871",NA,NA,NA,"7.3","17",NA,"periphyton","1.3",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH588","freshwater","-42.2","171.5","1.992857143",NA,"0.051612903",NA,NA,NA,"9.2","17",NA,"periphyton","1.3",NA,"5","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH588","freshwater","-42.2","171.5","1.992857143",NA,"0.051612903",NA,NA,NA,"9.2","17",NA,"periphyton","2.1",NA,"5","biomass","chlorophyll","1","0","0.5","0",NA,NA
"HLH588","freshwater","-42.2","171.5","1.992857143",NA,"0.051612903",NA,NA,NA,"9.2","17",NA,"periphyton","1.7",NA,"5","biomass","chlorophyll","0","1","0","0.05",NA,NA
"HLH588","freshwater","-42.2","171.5","1.992857143",NA,"0.051612903",NA,NA,NA,"9.2","17",NA,"periphyton","3.2",NA,"5","biomass","chlorophyll","1","1","0.5","0.05",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.048",NA,"4","biomass","biovolume","0","0","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.01",NA,"4","biomass","biovolume","0","1","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.018",NA,"4","biomass","biovolume","1","0","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.205",NA,"4","biomass","biovolume","1","1","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","1.998696628",NA,"4","diversity","index","0","0","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","2.219584013",NA,"4","diversity","index","0","1","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","2.117785125",NA,"4","diversity","index","1","0","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","2.041369771",NA,"4","diversity","index","1","1","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.738057451",NA,"4","diversity","evenness","0","0","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.819624397",NA,"4","diversity","evenness","0","1","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.782033185",NA,"4","diversity","evenness","1","0","0","0",NA,NA
"HLH593","freshwater","39.75","-123.66","0.850714286",NA,"1.348709677",NA,NA,"189.8148148","18","31",NA,"periphyton","0.753815336",NA,"4","diversity","evenness","1","1","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.000021",NA,"4","biomass","biovolume","0","0","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.000011",NA,"4","biomass","biovolume","0","1","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.000009",NA,"4","biomass","biovolume","1","0","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.000018",NA,"4","biomass","biovolume","1","1","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","2.130631145",NA,"4","diversity","index","0","0","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","2.152845699",NA,"4","diversity","index","0","1","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","2.022093186",NA,"4","diversity","index","1","0","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","2.207981424",NA,"4","diversity","index","1","1","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.786776827",NA,"4","diversity","evenness","0","0","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.794979981",NA,"4","diversity","evenness","0","1","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.746697083",NA,"4","diversity","evenness","1","0","0","0",NA,NA
"HLH594","freshwater","39.75","-123.66","0.73",NA,"0.789354839",NA,NA,"57.87037037","16.5","31",NA,"periphyton","0.815339916",NA,"4","diversity","evenness","1","1","0","0",NA,NA
"HLH595","freshwater","45.55","-84.67","4.857142857",NA,"0.129032258",NA,NA,NA,"10","42",NA,"periphyton","0.01468",NA,"4","biomass","biovolume","0","0","0","0",NA,NA
"HLH595","freshwater","45.55","-84.67","4.857142857",NA,"0.129032258",NA,NA,NA,"10","42",NA,"periphyton","0.02892",NA,"4","biomass","biovolume","0","1","0","0",NA,NA
"HLH595","freshwater","45.55","-84.67","4.857142857",NA,"0.129032258",NA,NA,NA,"10","42",NA,"periphyton","0.016",NA,"4","biomass","biovolume","1","0","0","0",NA,NA
"HLH595","freshwater","45.55","-84.67","4.857142857",NA,"0.129032258",NA,NA,NA,"10","42",NA,"periphyton","0.0574",NA,"4","biomass","biovolume","1","1","0","0",NA,NA
"HLH596","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","9",NA,"4","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH596","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","60",NA,"4","biomass","chlorophyll","1","1","0","0",NA,NA
"HLH597","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","27",NA,"4","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH597","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","88",NA,"4","biomass","chlorophyll","1","1","0","0",NA,NA
"HLH598","freshwater","45.55","-84.67","3.25",NA,"0.08","0.36",NA,NA,"10.3","21",NA,"periphyton","7",NA,"4","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH598","freshwater","45.55","-84.67","3.25",NA,"0.08","0.36",NA,NA,"10.3","21",NA,"periphyton","7.2",NA,"4","biomass","chlorophyll","1","0","0","0",NA,NA
"HLH598","freshwater","45.55","-84.67","3.25",NA,"0.08","0.36",NA,NA,"10.3","21",NA,"periphyton","30.5",NA,"4","biomass","chlorophyll","0","1","0","0",NA,NA
"HLH598","freshwater","45.55","-84.67","3.25",NA,"0.08","0.36",NA,NA,"10.3","21",NA,"periphyton","59",NA,"4","biomass","chlorophyll","1","1","0","0",NA,NA
"HLH599","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","10.6",NA,"4","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH599","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","7.13",NA,"4","biomass","chlorophyll","1","1","0","0",NA,NA
"HLH599","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","1.9",NA,"4","diversity","index","0","0","0","0",NA,NA
"HLH599","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","2.5",NA,"4","diversity","index","1","1","0","0",NA,NA
"HLH599","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","24",NA,"4","diversity","richness","0","0","0","0",NA,NA
"HLH599","freshwater","45.55","-84.67","2.95",NA,"0.08","0.26",NA,NA,"10.1","21",NA,"periphyton","25",NA,"4","diversity","richness","1","1","0","0",NA,NA
"HLH600","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","3.94",NA,"4","biomass","chlorophyll","0","0","0","0",NA,NA
"HLH600","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","4.07",NA,"4","biomass","chlorophyll","1","1","0","0",NA,NA
"HLH600","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","1.05",NA,"4","diversity","index","0","0","0","0",NA,NA
"HLH600","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","2.8",NA,"4","diversity","index","1","1","0","0",NA,NA
"HLH600","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","15",NA,"4","diversity","richness","0","0","0","0",NA,NA
"HLH600","freshwater","45.55","-84.67","3.65",NA,"0.08","0.39",NA,NA,"11.5","19",NA,"periphyton","28",NA,"4","diversity","richness","1","1","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","10.2940938","0","1","nutrient status","tissue nutrients","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","9.546604259","0.865128361","3","nutrient status","tissue nutrients","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","9.960223586","1.535915566","4","nutrient status","tissue nutrients","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","10.7023421","1.05878707","4","nutrient status","tissue nutrients","1","1","165","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","131.1536989","0","1","nutrient status","tissue nutrients","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","115.0435203","98.38044094","3","nutrient status","tissue nutrients","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","56.09975308","20.87620789","4","nutrient status","tissue nutrients","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","76.31408373","55.3756613","4","nutrient status","tissue nutrients","1","1","165","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","12.88195726","0","1","nutrient status","tissue nutrients","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","10.90468929","7.95283063","3","nutrient status","tissue nutrients","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","5.277498942","1.730753876","4","nutrient status","tissue nutrients","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","6.242844159","3.14405968","4","nutrient status","tissue nutrients","1","1","165","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","2.041","0","1","diversity","index","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","2.083","0.226404505","3","diversity","index","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","1.696","0.338680774","4","diversity","index","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","1.62925","0.376948604","4","diversity","index","1","1","165","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","0.546062175","0","1","diversity","evenness","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","0.52529268","0.054011195","3","diversity","evenness","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","0.45125469","0.094870786","4","diversity","evenness","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","0.431624029","0.101882118","4","diversity","evenness","1","1","165","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","42","0","1","diversity","richness","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","52.66666667","1.527525232","3","diversity","richness","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","43.25","3.304037934","4","diversity","richness","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","43.75","2.872281323","4","diversity","richness","1","1","165","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","79784448.03","0","1","biomass","biovolume","0","0","0","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","266980089.8","21657535.23","3","biomass","biovolume","1","0","165","0",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","133410066.6","79111012.46","4","biomass","biovolume","0","1","0","11",NA,NA
"HLH601","marine","54.3","10","4.8",NA,"0.17",NA,NA,NA,"5","51",NA,"periphyton","302655036.7","210868465.6","4","biomass","biovolume","1","1","165","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","8.160539752","0","1","nutrient status","tissue nutrients","0","0","0","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","7.294920231","0.225746747","4","nutrient status","tissue nutrients","1","0","165","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","7.19693059","0.049767874","4","nutrient status","tissue nutrients","0","1","0","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","7.119706145","0.6565978","4","nutrient status","tissue nutrients","1","1","165","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","126.3756142","0","1","nutrient status","tissue nutrients","0","0","0","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","127.474685","29.90521515","4","nutrient status","tissue nutrients","1","0","165","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","133.8098987","6.709346336","4","nutrient status","tissue nutrients","0","1","0","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","103.8595789","12.51195431","4","nutrient status","tissue nutrients","1","1","165","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","15.48618327","0","1","nutrient status","tissue nutrients","0","0","0","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","17.41789414","3.654360137","4","nutrient status","tissue nutrients","1","0","165","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","18.59453479","0.97583459","4","nutrient status","tissue nutrients","0","1","0","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","14.68089266","0.147171961","4","nutrient status","tissue nutrients","1","1","165","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","1.564668958","0","1","diversity","index","0","0","0","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","0.640201845","0.32438937","4","diversity","index","1","0","165","0",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","1.192273846","0.43438899","4","diversity","index","0","1","0","11",NA,NA
"HLH602","marine","54.3","10","1.02",NA,"0.6",NA,NA,NA,"17","42",NA,"periphyton","0.731004253","0.571297458","4","diversity","index","1","1","165","11",NA,NA
