botid, date, time, press, theta, sigma, temp, csal, coxy, bsal, boxy, dic, ph, alk, phos, nit, sil, dop, don, doc, tdp, tdn, pc, pn, pp, lln, llp, chl, phaeo, chl3, chl12, chlplus, perid, but19, fuco, hex19, prasino, diadino, zeaxan, chlb, hplc, chlc4, acar, bcar, caroten, chlda, viol, lutein, mvchla, dvchla, hbact, pbact, sbact, ebact, atp, n2o, psi, pe4, pe5, pe10, p15n, l12, d12, no2, 
#, mmddyy, hhmmss, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, PSS-78, umol/kg, umol/kg,  , ueq/kg, umol/kg, umol/kg, umol/kg, umol/kg, umol/kg, umol/kg, umol/kg, umol/kg, umol/kg, umol/kg, nmol/kg, nmol/kg, nmol/kg, ug/l, ug/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, ng/l, #*1e5/ml, #*1e5/ml, #*1e5/ml, #*1e5/ml, ng/kg, nmol/kg, nmol/kg, ng/l, ng/l, ng/l, permil, mg C/m3, mg C/m3, nmol/kg, 
190100109,72490,22010,204.7,18.1199,25.173,18.1553,34.9094,184.5,34.9276,187.8,-9,-9,-9,0.38,3.9,3.18,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02,0.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100108,72490,21847,230.2,16.6444,25.403,16.6818,34.7455,190.8,34.7487,193.8,-9,-9,-9,0.45,5.04,4.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100107,72490,21702,257.8,15.1096,25.621,15.1488,34.5757,192.7,34.5823,193.7,-9,-9,-9,0.56,6.68,6.13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100106,72490,21442,306.3,12.3516,25.997,12.3923,34.3239,196.9,34.3204,198.4,-9,-9,-9,0.87,11.3,11.73,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100105,72490,21146,406.3,8.1315,26.535,8.1732,34.0843,156.2,34.0808,153,-9,-9,-9,1.73,23.71,35.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100104,72490,20636,505.7,6.0892,26.884,6.1336,34.1682,59.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100103,72490,20614,505.8,6.0859,26.885,6.1304,34.1686,59.3,34.1649,57.3,-9,-9,-9,2.69,36.13,67.69,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100102,72490,20034,758.6,4.6904,27.272,4.7507,34.4466,36.3,34.4425,35.6,-9,-9,-9,3,41.18,95.75,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
190100101,72490,15423,1029,3.7948,27.422,3.8719,34.5164,-9,-9,48.8,-9,-9,-9,3.02,41.56,113.77,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100121,91490,11654,6.1,26.7789,22.747,26.7803,34.9452,237.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100120,91490,11537,26.9,26.4419,22.855,26.448,34.947,231.1,34.9464,203.7,-9,-9,-9,0.1,0,1.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100119,91490,11430,46.6,26.3645,22.881,26.375,34.9491,222.1,34.9494,204.4,-9,-9,-9,0.09,0.02,1.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100118,91490,11327,62.8,25.9925,22.997,26.0065,34.9492,216.6,34.9489,204.7,-9,-9,-9,0.1,0,1.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.07,0.03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100117,91490,11224,77.8,24.9152,23.362,24.932,34.9934,-9,-9,207.6,-9,-9,-9,0.09,0,1.33,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.13,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100116,91490,11109,98.7,23.1247,23.977,23.145,35.1049,220.7,35.0996,220.3,-9,-9,-9,0.1,0.05,1.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.18,0.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100115,91490,11006,108.4,22.4838,24.177,22.5056,35.1257,219.2,35.1254,218.7,-9,-9,-9,0.1,0.05,1.71,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.27,0.15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100114,91490,10902,119.3,21.6992,24.408,21.7226,35.1398,213,35.1411,212.4,-9,-9,-9,0.12,0.21,1.89,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.22,0.27,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100113,91490,10757,130.7,21.578,24.439,21.6036,35.1364,209,35.1362,211.4,-9,-9,-9,0.13,0.21,1.71,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.21,0.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100112,91490,10641,155.8,20.0232,24.837,20.0521,35.107,-9,-9,200.2,-9,-9,-9,0.21,1.19,2.46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.05,0.11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100111,91490,10528,180.9,18.1143,25.167,18.1455,34.8998,-9,-9,189.6,-9,-9,-9,0.36,3.42,3.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02,0.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100110,91490,10419,205.7,16.5905,25.373,16.6238,34.6901,184.5,34.6892,183.3,-9,-9,-9,0.5,5.71,5.12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.01,0.03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100109,91490,10304,231.3,15.3301,25.539,15.3656,34.5332,180.5,34.5388,179.4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100108,91490,10142,257.4,13.3028,25.804,13.3387,34.3183,171.2,34.3331,170.4,-9,-9,-9,0.92,11.36,10.81,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100107,91490,5958,309.5,11.865,26.004,11.905,34.2143,174.7,34.2163,175.8,-9,-9,-9,1.07,13.75,13.85,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100106,91490,5724,409.7,8.6504,26.498,8.694,34.1384,132.4,34.1382,130.1,-9,-9,-9,1.86,24.7,34.33,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100105,91490,5436,508.7,6.8603,26.767,6.908,34.1482,88.2,34.1486,85.6,-9,-9,-9,2.37,32.13,57.46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100104,91490,4918,760.7,4.9553,27.202,5.0174,34.3966,35.3,34.3961,33.3,-9,-9,-9,2.98,40.41,91.58,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100103,91490,4722,812,4.7563,27.247,4.8216,34.4245,36.3,34.4242,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100102,91490,4438,912.4,4.485,27.308,4.5573,34.4643,36.9,34.4638,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
200100101,91490,4024,1028.6,4.1629,27.369,4.2429,34.497,38.6,34.4968,43.3,-9,-9,-9,3.03,41.51,106.56,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100121,121690,234107,6.4,25.1002,23.24,25.1016,34.9065,240.7,34.9015,206.9,-9,-9,-9,0.08,0.02,0.97,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.03,0.03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100120,121690,233827,27,25.0567,23.252,25.0626,34.9046,255.6,-9,206.6,-9,-9,-9,-9,-9,1.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100119,121690,233711,47.1,25.0065,23.256,25.0167,34.8901,235.7,-9,207.9,-9,-9,-9,0.12,0.02,1.26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100118,121690,233538,63.9,25.0015,23.26,25.0154,34.8935,229.1,34.892,207.5,-9,-9,-9,0.11,0,1.16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.12,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100117,121690,233346,77.9,24.9891,23.303,25.006,34.945,224.6,34.9414,207.2,-9,-9,-9,0.09,0,1.16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.17,0.08,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100116,121690,233118,98,24.4178,23.702,24.4387,35.2449,215.7,35.2442,209,-9,-9,-9,0.05,0,0.77,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.15,0.08,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100115,121690,233002,108.1,23.7558,23.893,23.7784,35.2368,211.1,35.2336,210.4,-9,-9,-9,0.07,0.02,0.77,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.19,0.16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100114,121690,232858,118.1,21.8291,24.417,21.8524,35.1991,210.2,35.2018,209.6,-9,-9,-9,0.12,0.43,0.77,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.13,0.19,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100113,121690,232748,127.5,20.7465,24.703,20.7707,35.1847,199.3,35.1916,201.1,-9,-9,-9,0.16,1.05,1.36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06,0.11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100112,121690,232613,154.7,19.3348,24.99,19.3627,35.0714,194.7,35.0952,194.7,-9,-9,-9,0.23,2.22,1.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02,0.03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100111,121690,232443,181.3,17.8455,25.238,17.8765,34.9064,188.2,34.9079,190.2,-9,-9,-9,0.37,3.96,3.19,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.01,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100110,121690,232318,205.9,16.8153,25.394,16.849,34.7869,191.1,34.7877,191.1,-9,-9,-9,0.44,4.86,4.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0.01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100109,121690,232145,233.8,14.9649,25.648,15.0002,34.5701,193.8,34.5691,193.3,-9,-9,-9,0.58,6.85,5.81,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100108,121690,232013,259.4,13.3226,25.845,13.3588,34.3762,185.9,34.38,189.2,-9,-9,-9,0.78,9.81,9.11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100107,121690,231824,310.1,11.0635,26.15,11.1019,34.2116,183.9,34.2107,182.1,-9,-9,-9,1.15,15.2,16.08,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100106,121690,231513,410,8.1954,26.568,8.2377,34.1379,117,34.1354,117.4,-9,-9,-9,1.97,26.5,38.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100105,121690,231221,508.7,6.5171,26.843,6.5635,34.1861,60.9,34.1885,58.6,-9,-9,-9,2.61,34.84,61.62,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100104,121690,230634,760.7,4.8403,27.236,4.9017,34.4224,34.7,34.424,35.2,-9,-9,-9,2.98,40.55,91.65,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100103,121690,230421,812,4.6168,27.284,4.6813,34.4521,37.1,34.45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100102,121690,230102,914,4.3138,27.342,4.3851,34.4827,40.5,34.4837,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
220100101,121690,225732,1013.5,3.8983,27.409,3.9749,34.5123,45.1,34.5113,46.4,-9,-9,-9,3.01,41.69,110.63,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100119,20291,11128,6.1,24.4317,23.407,24.433,34.86,248.9,34.8581,209.1,1959.2,-9,2315,0.11,0,0.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100118,20291,11001,24.4,24.301,23.445,24.3062,34.8592,245.4,34.8566,209.3,1960.5,-9,2296,0.11,0,0.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.07,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100117,20291,10833,46.7,24.2929,23.448,24.3028,34.8598,266.8,34.8576,-9,1957.6,-9,2293,0.11,0,1.05,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.08,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100116,20291,10703,62.3,24.1959,23.516,24.2091,34.911,226.1,34.908,210.8,-9,-9,-9,0.1,0,0.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.1,0.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100115,20291,10601,78,23.6276,23.749,23.6438,34.9978,212.9,34.995,209.6,-9,-9,-9,0.1,0,0.95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.17,0.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100114,20291,10428,100.8,22.3659,24.177,22.3861,35.0826,204.9,35.0809,204.8,-9,-9,-9,0.15,0.46,1.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.17,0.18,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100113,20291,10253,109,21.998,24.285,22.0196,35.0882,203.6,35.0864,202.5,-9,-9,-9,0.16,0.62,0.76,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.14,0.14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100112,20291,10048,121.8,21.4626,24.446,21.4863,35.1031,201.9,35.1002,200.2,-9,-9,-9,0.17,0.87,1.14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100111,20291,5934,129.5,21.2608,24.503,21.2858,35.1052,200.5,35.1032,200.3,-9,-9,-9,0.18,1,1.33,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.08,0.11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100110,20291,5801,154.2,19.9473,24.825,19.9758,35.065,193.6,35.0642,193.7,-9,-9,-9,0.25,1.76,1.71,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100109,20291,5617,177.9,18.305,25.183,18.3359,34.9818,188.4,34.9827,193.9,-9,-9,-9,0.3,3,2.66,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.01,0.03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100108,20291,5450,204.9,17.4586,25.321,17.493,34.8916,195.4,34.892,194.9,-9,-9,-9,0.34,3.73,3.22,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.01,0.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
230100107,20291,5332,232.2,16.0971,25.498,16.134,34.7045,192.6,34.709,192.8,-9,-9,-9,0.47,5.35,4.93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
