crn, date, stime, etime, itype, depth, chl, phaeo, l12, d12, bsal, pbact, hbact, sbact, ebact, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, mg/m3, mg C/m3, mg C/m3, PSS-78, #/ml, #/ml, #/ml, #/ml, 
136,20313,615,1820,2,25,0.053,0.077,7.743,-9,35.3587,85461,565963,3737,2092,
136,20313,615,1820,2,45,0.08,0.078,9.043,-9,35.3575,90571,573066,4249,1841,
136,20313,615,1820,2,75,0.064,0.153,4.843,-9,35.35,154147,523695,3769,1492,
136,20313,615,1820,2,100,0.17,0.211,3.957,-9,35.3559,240109,378035,3824,2113,
136,20313,615,1820,2,125,0.208,0.284,1.59,-9,35.3748,89993,366389,1394,1264,
136,20313,615,1820,2,150,0.127,0.341,-9,-9,35.3313,37507,346182,65,1220,
136,20313,615,1820,2,175,0.079,0.279,-9,-9,35.321,23225,271429,98,784,
137,20521,624,1910,2,5,0.053,0.051,8.18,-9,34.882,78276,220305,849,538,
137,20521,624,1910,2,25,0.061,0.055,7.727,-9,34.9726,95711,215069,827,614,
137,20521,624,1910,2,45,0.072,0.081,7.287,-9,35.3169,104277,262777,997,784,
137,20521,624,1910,2,75,0.108,0.113,5.05,-9,35.4062,128794,225928,1439,624,
137,20521,624,1910,2,100,0.155,0.185,2.67,-9,35.3861,137102,60189,1216,927,
137,20521,624,1910,2,125,0.247,0.467,2.607,-9,35.3421,66925,106873,189,1364,
137,20521,624,1910,2,150,0.171,0.416,-9,-9,35.2706,32551,106413,30,559,
137,20521,624,1910,2,175,0.058,0.133,-9,-9,35.1045,7396,104204,0,196,
139,20828,512,1920,2,5,0.059,0.051,8.75,-9,34.9396,78468,657950,1231,1111,
139,20828,512,1920,2,25,0.063,0.059,9.253,-9,34.9573,75091,675347,1405,1035,
139,20828,512,1920,2,45,0.101,0.101,7.66,-9,35.0905,130845,673735,1362,1231,
139,20828,512,1920,2,75,0.187,0.189,5.433,-9,35.1971,210391,560887,2266,1427,
139,20828,512,1920,2,100,0.225,0.305,1.62,-9,35.2804,131542,439999,1689,784,
139,20828,512,1920,2,125,0.197,0.43,0.68,-9,35.3216,89743,396761,425,904,
139,20828,512,1920,2,150,0.128,0.392,-9,-9,35.2781,33901,295166,33,1013,
139,20828,512,1920,2,175,0.036,0.143,-9,-9,35.1116,8878,205532,22,229,
140,21007,630,1820,2,5,0.097,0.096,8.41,-9,35.0785,-9,-9,-9,-9,
140,21007,630,1820,2,25,0.09,0.093,7.367,-9,35.0781,-9,-9,-9,-9,
140,21007,630,1820,2,45,0.098,0.108,6.28,-9,35.0781,-9,-9,-9,-9,
140,21007,630,1820,2,75,0.182,0.238,4.233,-9,35.1545,-9,-9,-9,-9,
140,21007,630,1820,2,100,0.249,0.451,1.99,-9,35.2826,-9,-9,-9,-9,
140,21007,630,1820,2,125,0.095,0.23,0.633,-9,35.3433,-9,-9,-9,-9,
140,21007,630,1820,2,150,0.034,0.102,-9,-9,35.2788,-9,-9,-9,-9,
140,21007,630,1820,2,175,0.016,0.056,-9,-9,35.2304,-9,-9,-9,-9,
141,21104,630,1845,2,5,0.097,0.094,7.727,-9,35.1756,93643,601967,1416,719,
141,21104,630,1845,2,25,0.094,0.108,7.727,-9,35.1756,88141,614811,1264,1209,
141,21104,630,1845,2,45,0.085,0.092,6.663,-9,35.1768,87090,615121,1400,2108,
141,21104,630,1845,2,75,0.156,0.225,3.823,-9,35.2718,189780,411272,2081,1558,
141,21104,630,1845,2,100,0.228,0.429,1.82,-9,35.2554,124984,351389,991,980,
141,21104,630,1845,2,125,0.111,0.322,1.32,-9,35.3116,34642,248672,11,403,
141,21104,630,1845,2,150,0.044,0.189,-9,-9,35.2932,10828,252190,65,240,
141,21104,630,1845,2,175,0.015,0.043,-9,-9,35.1861,882,182775,0,44,
142,21125,700,1730,2,5,0.085,0.074,6.81,-9,35.2457,73097,581062,1645,545,
142,21125,700,1730,2,25,0.088,0.083,5.12,-9,35.2889,84699,594788,1808,523,
142,21125,700,1730,2,45,0.107,0.102,4.427,-9,35.3151,105767,564874,1601,1155,
142,21125,700,1730,2,75,0.134,0.136,2.39,-9,35.3222,151129,457962,1329,1035,
142,21125,700,1730,2,100,0.222,0.514,2.073,-9,35.2922,65225,293238,291,726,
142,21125,700,1730,2,125,0.09,0.238,0.903,-9,35.2534,19620,283510,44,425,
142,21125,700,1730,2,150,0.039,0.122,-9,-9,35.2032,6885,251569,22,229,
142,21125,700,1730,2,175,0.014,0.044,-9,-9,35.1585,937,182852,11,11,
143,21219,650,1650,2,5,0.074,0.092,6.39,-9,35.3021,103447,504697,2342,882,
143,21219,650,1650,2,25,0.081,0.083,3.85,-9,35.3033,103698,523151,2473,697,
143,21219,650,1650,2,45,0.135,0.141,4.06,-9,35.3372,127893,528075,1972,1166,
143,21219,650,1650,2,75,0.149,0.218,2.2,-9,35.336,112151,490339,1111,1013,
143,21219,650,1650,2,100,0.19,0.358,1.853,-9,35.4003,66212,410455,458,915,
143,21219,650,1650,2,125,0.083,0.234,0.76,-9,35.2765,23171,281691,33,621,
143,21219,650,1650,2,150,0.033,0.087,-9,-9,35.1833,4597,220381,22,174,
143,21219,650,1650,2,175,0.024,0.059,-9,-9,35.1339,1787,202384,436,153,
144,30117,621,1753,2,5,0.143,0.162,10.067,-9,35.3445,142730,452919,3399,1373,
144,30117,621,1753,2,25,0.149,0.137,7.987,-9,35.3397,158188,461895,3072,1525,
144,30117,621,1753,2,45,0.13,0.161,8.313,-9,35.3403,147665,456307,3268,1503,
144,30117,621,1753,2,75,0.14,0.163,4.13,-9,35.3449,149691,458627,3715,2473,
144,30117,621,1753,2,100,0.149,0.145,1.533,-9,35.3397,143329,460479,3170,1590,
144,30117,621,1753,2,125,0.126,0.305,1.277,-9,35.3007,38858,326246,65,752,
144,30117,621,1753,2,150,0.049,0.159,-9,-9,35.2702,12288,262191,207,425,
144,30117,621,1753,2,175,0.017,0.046,-9,-9,35.1792,948,184660,185,109,
145,30226,617,1900,2,5,0.064,0.056,6.837,-9,35.322,114744,490622,2952,1612,
145,30226,617,1900,2,25,0.06,0.061,6.275,-9,35.3277,153384,454574,3399,1787,
145,30226,617,1900,2,45,0.066,0.059,5.533,-9,35.3216,131891,500372,3018,1590,
145,30226,617,1900,2,75,0.085,0.094,3.147,-9,35.3293,175760,463300,2778,1776,
145,30226,617,1900,2,100,0.114,0.125,1.303,-9,35.3311,202460,401260,2571,1373,
145,30226,617,1900,2,125,0.226,0.433,1.197,-9,35.3307,80189,362740,261,2277,
145,30226,617,1900,2,150,0.133,0.272,-9,-9,35.2954,35797,290035,261,1046,
145,30226,617,1900,2,175,0.043,0.125,-9,-9,35.1888,10033,241297,163,468,
146,30329,632,1830,2,10,0.062,0.067,7.837,-9,35.3191,95462,642818,1874,1721,
146,30329,632,1830,2,25,0.064,0.057,7.3,-9,35.3194,83773,677646,2135,1841,
146,30329,632,1830,2,45,0.092,0.082,6.237,-9,35.3723,166053,724881,2560,1460,
146,30329,632,1830,2,75,0.145,0.123,4.183,-9,35.3916,219237,646991,2702,1994,
146,30329,632,1830,2,100,0.199,0.259,2.54,-9,35.3807,179071,470664,1972,1634,
146,30329,632,1830,2,125,0.189,0.43,1.37,-9,35.3281,57955,405346,33,2222,
146,30329,632,1830,2,150,0.063,0.211,-9,-9,35.2654,17169,301659,109,588,
146,30329,632,1830,2,175,0.014,0.036,-9,-9,35.1453,937,266614,44,87,
147,30424,615,1900,2,5,0.06,0.049,6.533,-9,35.0246,88141,516277,1100,980,
147,30424,615,1900,2,25,0.065,0.058,6.68,-9,35.0199,112827,519763,1460,1155,
147,30424,615,1900,2,45,0.062,0.051,5.793,-9,35.022,89394,557673,1329,806,
147,30424,615,1900,2,75,0.111,0.1,3.493,-9,35.3265,171446,598187,2059,1787,
147,30424,615,1900,2,100,0.152,0.179,3.167,-9,35.2633,220773,490142,1177,2168,
147,30424,615,1900,2,125,0.238,0.45,1.42,-9,35.1733,83806,514697,131,2843,
147,30424,615,1900,2,150,0.144,0.446,-9,-9,35.0443,40852,324852,54,1122,
147,30424,615,1900,2,175,0.071,0.173,-9,-9,34.8528,12354,260622,98,545,
148,30521,610,1926,2,5,0.051,0.037,-9,-9,35.0742,41712,694161,1547,1721,
148,30521,610,1926,2,25,0.053,0.042,5.13,-9,35.0748,42900,682025,1340,1558,
148,30521,610,1926,2,45,0.069,0.06,4.417,-9,35.0461,62007,732430,2048,2440,
148,30521,610,1926,2,75,0.096,0.102,3.117,-9,35.2272,150911,527377,1362,2092,
148,30521,610,1926,2,100,0.238,0.489,0.973,-9,35.3098,132610,418527,153,4238,
148,30521,610,1926,2,125,0.155,0.357,0.283,-9,35.2911,58042,297051,22,1841,
148,30521,610,1926,2,150,0.052,0.14,-9,-9,35.2412,11874,255197,153,534,
148,30521,610,1926,2,175,0.016,0.042,-9,-9,35.1031,1275,223050,174,33,
149,30620,450,1950,2,5,0.056,0.048,6.463,-9,35.1639,47965,548272,741,882,
149,30620,450,1950,2,25,0.054,0.045,6.403,-9,35.1641,79198,532301,577,1177,
149,30620,450,1950,2,45,0.057,0.05,6.366,-9,35.1609,65112,565473,730,1013,
149,30620,450,1950,2,75,0.113,0.114,4.485,-9,35.2866,148656,509283,937,1841,
149,30620,450,1950,2,100,0.155,0.263,3.077,-9,35.3085,148340,410270,468,1983,
149,30620,450,1950,2,125,0.185,0.439,1.34,-9,35.2886,50525,321812,22,1569,
149,30620,450,1950,2,150,0.077,0.224,-9,-9,35.2155,16951,280590,33,741,
149,30620,450,1950,2,175,0.025,0.082,-9,-9,35.1277,2386,257332,44,261,
150,30720,454,1915,2,5,0.057,0.04,7.587,-9,35.3445,22877,564569,828,861,
150,30720,454,1915,2,25,0.049,0.043,7.253,-9,35.3423,20262,566736,980,708,
150,30720,454,1915,2,45,0.055,0.048,5.357,-9,35.3875,16515,665630,1601,1068,
150,30720,454,1915,2,75,0.119,0.113,4.16,-9,35.3336,66506,666545,2375,1122,
150,30720,454,1915,2,100,0.192,0.23,2.853,-9,35.2909,183222,367740,1896,850,
150,30720,454,1915,2,125,0.204,0.397,1.057,-9,35.2471,82836,319176,65,1405,
150,30720,454,1915,2,150,0.127,0.318,-9,-9,-9,28585,251471,22,970,
150,30720,454,1915,2,175,0.032,0.096,-9,-9,34.9825,5164,166260,87,207,
151,30821,621,1857,2,5,0.064,0.057,7.517,-9,34.9593,30949,542988,861,1296,
151,30821,621,1857,2,25,0.066,0.059,8.163,-9,34.9453,33999,562804,1100,1689,
151,30821,621,1857,2,45,0.068,0.053,7.217,-9,34.9044,40198,510884,1046,1449,
151,30821,621,1857,2,75,0.126,0.137,3.987,-9,34.8336,110724,487234,959,1503,
151,30821,621,1857,2,100,0.202,0.376,2.697,-9,35.0413,148841,286767,468,1187,
151,30821,621,1857,2,125,0.164,0.431,0.69,-9,35.0931,42398,213823,33,1449,
151,30821,621,1857,2,150,0.099,0.311,-9,-9,35.0648,19413,201600,0,719,
151,30821,621,1857,2,175,0.035,0.105,-9,-9,35.2008,5730,165825,22,163,
152,31015,650,1830,2,5,0.102,0.093,5.43,-9,35.0425,52039,490960,773,937,
152,31015,650,1830,2,25,0.11,0.09,5.77,-9,35.0433,54251,535504,719,937,
152,31015,650,1830,2,45,0.092,0.086,4.053,-9,35.0427,52061,551965,697,904,
152,31015,650,1830,2,75,0.183,0.173,3.103,-9,34.9904,141848,532715,1362,980,
152,31015,650,1830,2,100,0.284,0.435,1.387,-9,35.0648,175607,321431,872,1253,
152,31015,650,1830,2,125,0.18,0.467,0.573,-9,35.1928,58282,235251,22,1144,
152,31015,650,1830,2,150,0.051,0.173,-9,-9,35.2958,13312,194083,44,229,
152,31015,650,1830,2,175,0.022,0.059,-9,-9,35.2658,3954,173701,54,120,
153,31110,650,1815,2,10,0.102,0.097,8.527,-9,35.2126,171108,428048,970,1024,
153,31110,650,1815,2,25,0.096,0.1,7.69,-9,35.215,175346,438615,1013,1699,
153,31110,650,1815,2,45,0.093,0.091,4.62,-9,35.2186,172938,431501,882,839,
153,31110,650,1815,2,75,0.098,0.093,2.253,-9,35.2217,178396,433484,861,1536,
153,31110,650,1815,2,100,0.206,0.279,0.99,-9,35.2897,172350,350648,1427,1035,
153,31110,650,1815,2,125,0.161,0.363,0.445,-9,35.2227,37714,262234,33,1253,
153,31110,650,1815,2,150,0.09,0.24,-9,-9,35.1465,18236,228191,11,654,
153,31110,650,1815,2,175,0.023,0.074,-9,-9,35.0061,3660,165672,44,120,
154,31220,625,1840,2,10,0.1,0.089,5.85,-9,35.2566,80429,537171,2015,1264,
154,31220,625,1840,2,25,0.092,0.087,5.683,-9,35.3315,91192,508640,2277,1449,
154,31220,625,1840,2,45,0.123,0.117,4.607,-9,35.376,138427,431338,2288,882,
154,31220,625,1840,2,75,0.146,0.14,1.85,-9,35.3798,146412,381238,1667,970,
154,31220,625,1840,2,100,0.208,0.331,0.997,-9,35.3825,124407,370878,1002,1743,
154,31220,625,1840,2,125,0.182,0.457,0.45,-9,35.2895,57508,256591,87,1329,
154,31220,625,1840,2,150,0.052,0.158,-9,-9,35.2613,8846,201730,33,381,
154,31220,625,1840,2,175,0.009,0.038,-9,-9,34.9904,479,121847,11,33,
155,40122,615,1825,2,5,0.09,0.091,5.32,-9,35.1973,-9,-9,-9,-9,
155,40122,615,1825,2,25,0.09,0.091,4.643,-9,35.1961,-9,-9,-9,-9,
155,40122,615,1825,2,45,0.093,0.089,2.187,-9,35.1973,-9,-9,-9,-9,
155,40122,615,1825,2,75,0.15,0.16,1.003,-9,35.2184,-9,-9,-9,-9,
155,40122,615,1825,2,100,0.19,0.199,0.347,-9,35.2223,-9,-9,-9,-9,
155,40122,615,1825,2,125,0.214,0.363,0.287,-9,35.3597,-9,-9,-9,-9,
155,40122,615,1825,2,150,0.072,0.232,-9,-9,35.2814,-9,-9,-9,-9,
155,40122,615,1825,2,175,0.045,0.134,-9,-9,35.2065,-9,-9,-9,-9,
156,40225,610,1827,2,5,0.068,0.067,4.767,-9,34.9093,-9,-9,-9,-9,
156,40225,610,1827,2,25,0.07,0.066,3.615,-9,35.2225,138536,353077,1362,872,
156,40225,610,1827,2,45,0.117,0.109,3.67,-9,35.3076,202765,337205,1482,1852,
156,40225,610,1827,2,75,0.186,0.223,1.507,-9,35.3476,167274,276255,1514,948,
156,40225,610,1827,2,100,0.211,0.412,0.89,-9,35.2999,65373,249500,131,1885,
156,40225,610,1827,2,125,0.042,0.113,0.487,-9,35.2142,7898,179682,0,207,
156,40225,610,1827,2,150,0.01,0.036,-9,-9,35.0096,556,121454,0,76,
156,40225,610,1827,2,175,0.01,0.036,-9,-9,34.8942,566,123600,0,54,
157,40320,615,2000,2,5,0.066,0.054,4.347,-9,35.1957,123110,432591,1754,1612,
157,40320,615,2000,2,25,0.077,0.065,5.187,-9,35.272,137555,382283,1797,1449,
157,40320,615,2000,2,45,0.094,0.091,5.287,-9,35.2716,165999,347968,1797,2800,
157,40320,615,2000,2,75,0.091,0.084,3.013,-9,35.2808,162230,351596,1852,2179,
157,40320,615,2000,2,100,0.307,0.476,4.423,-9,35.3173,103262,260731,316,2800,
157,40320,615,2000,2,125,0.177,0.362,0.773,-9,35.2718,48336,218028,109,1623,
157,40320,615,2000,2,150,0.072,0.193,-9,-9,35.1573,18977,168112,22,512,
157,40320,615,2000,2,175,0.043,0.107,-9,-9,35.064,9488,138667,65,414,
158,40421,606,1905,2,5,0.076,0.061,7.17,-9,34.979,147327,479020,1460,1220,
158,40421,606,1905,2,25,0.08,0.063,7.247,-9,34.9953,165836,470959,1699,926,
158,40421,606,1905,2,45,0.072,0.072,4.783,-9,35.1026,173548,468388,1841,991,
158,40421,606,1905,2,75,0.154,0.172,5.427,-9,35.2533,251842,362871,2102,1362,
158,40421,606,1905,2,100,0.238,0.257,3.707,-9,35.2913,168178,386423,1917,1460,
158,40421,606,1905,2,125,0.201,0.409,1.127,-9,35.323,57116,282529,229,1285,
158,40421,606,1905,2,150,0.09,0.218,-9,-9,35.3676,18214,234815,76,545,
158,40421,606,1905,2,175,0.036,0.089,-9,-9,35.1298,5447,170651,11,185,
159,40519,415,1915,2,5,0.057,0.051,8.353,-9,34.5488,19424,602544,1634,1035,
159,40519,415,1915,2,25,0.068,0.054,9.523,-9,34.7103,19195,669770,2211,850,
159,40519,415,1915,2,45,0.069,0.059,7.94,-9,34.7742,22321,681742,2157,1198,
159,40519,415,1915,2,75,0.113,0.111,5.913,-9,35.0541,65635,572565,1852,1264,
159,40519,415,1915,2,100,0.169,0.221,3.557,-9,35.1735,175760,349809,2201,1144,
159,40519,415,1915,2,125,0.217,0.593,1.66,-9,35.1388,70886,229869,44,2070,
159,40519,415,1915,2,150,0.098,0.276,-9,-9,35.0941,30709,176435,54,665,
159,40519,415,1915,2,175,0.034,0.095,-9,-9,35.0157,6144,172426,44,240,
160,40616,422,1905,2,5,0.067,0.059,7.18,-9,34.7127,110681,460958,904,991,
160,40616,422,1905,2,25,0.068,0.055,7.5,-9,34.7133,109253,461666,959,1187,
160,40616,422,1905,2,45,0.087,0.087,7.147,-9,34.8418,159267,463725,1220,2037,
160,40616,422,1905,2,75,0.144,0.165,3.757,-9,35.1004,206535,307912,1917,1209,
160,40616,422,1905,2,100,0.203,0.397,2.747,-9,35.255,111084,245719,588,1558,
160,40616,422,1905,2,125,0.157,0.432,0.85,-9,35.2656,40122,196676,11,1111,
160,40616,422,1905,2,150,0.076,0.239,-9,-9,35.3021,17092,227974,44,545,
160,40616,422,1905,2,175,0.042,0.108,-9,-9,35.3212,6798,209814,22,163,
162,40817,508,1905,2,5,0.076,0.057,6.937,-9,34.8764,134832,543947,577,959,
162,40817,508,1905,2,25,0.081,0.065,8.213,-9,34.88,160247,552106,588,893,
162,40817,508,1905,2,45,0.111,0.086,8,-9,35.2063,171130,552890,2429,2963,
162,40817,508,1905,2,75,0.134,0.162,2.89,-9,35.2457,173962,360158,3072,1307,
162,40817,508,1905,2,100,0.304,0.621,3.14,-9,35.2312,97804,366749,22,3268,
162,40817,508,1905,2,125,0.146,0.385,0.6,-9,35.1382,31418,221252,11,904,
162,40817,508,1905,2,150,0.078,0.246,-9,-9,34.9976,14946,184333,22,381,
162,40817,508,1905,2,175,0.029,0.085,-9,-9,34.7923,3573,150813,11,142,
163,40929,433,1840,2,5,0.055,0.042,5.653,-9,34.8934,178766,504435,741,872,
163,40929,433,1840,2,25,0.062,0.037,5.69,-9,34.8924,169322,491286,763,1405,
163,40929,433,1840,2,45,0.069,0.06,5.743,-9,34.9652,200075,505263,948,3508,
163,40929,433,1840,2,75,0.134,0.134,3.737,-9,35.1849,248094,496766,1765,2266,
163,40929,433,1840,2,100,0.255,0.347,1.833,-9,35.3494,204258,358644,1460,959,
163,40929,433,1840,2,125,0.21,0.481,0.677,-9,35.3386,59905,294208,98,926,
163,40929,433,1840,2,150,0.112,0.303,-9,-9,35.2284,22975,205423,0,632,
163,40929,433,1840,2,175,0.031,0.098,-9,-9,35.0551,4314,151085,54,163,
164,41031,625,1830,2,5,0.146,0.123,8.657,-9,35.2239,166097,458692,599,1024,
164,41031,625,1830,2,25,0.14,0.145,7.897,-9,35.2221,160879,437090,686,1013,
164,41031,625,1830,2,45,0.145,0.115,6.99,-9,35.2633,151968,435369,665,1242,
164,41031,625,1830,2,75,0.182,0.167,2.687,-9,35.3443,184845,505819,2778,850,
164,41031,625,1830,2,100,0.241,0.296,0.82,-9,35.3693,141641,394397,1046,1645,
164,41031,625,1830,2,125,0.145,0.34,0.26,-9,35.2572,28433,266712,33,1340,
164,41031,625,1830,2,150,0.088,0.206,-9,-9,35.1471,15066,204192,0,577,
164,41031,625,1830,2,175,0.034,0.084,-9,-9,35.0067,3769,155781,98,174,
165,41128,650,1800,2,5,0.072,0.062,4.71,-9,34.924,104863,508400,697,795,
165,41128,650,1800,2,25,0.07,0.061,5.073,-9,34.9272,102826,521723,806,893,
165,41128,650,1800,2,45,0.075,0.06,4.017,-9,34.9341,108229,514446,882,1721,
165,41128,650,1800,2,75,0.208,0.254,1.707,-9,35.2501,196284,331780,1710,1231,
165,41128,650,1800,2,100,0.283,0.531,0.607,-9,-9,77378,321377,261,1394,
165,41128,650,1800,2,125,0.155,0.393,0.18,-9,35.3062,31385,251177,98,850,
165,41128,650,1800,2,150,0.076,0.241,-9,-9,35.1835,12898,205456,22,349,
165,41128,650,1800,2,175,0.015,0.047,-9,-9,34.9097,1329,154517,11,33,
166,41221,630,1750,2,5,0.13,0.141,5.947,-9,34.9667,179180,464455,2102,1906,
166,41221,630,1750,2,25,0.131,0.143,5.287,-9,34.9638,173766,470272,2691,2048,
166,41221,630,1750,2,45,0.132,0.133,3.94,-9,34.9652,176392,472538,2429,2593,
166,41221,630,1750,2,75,0.147,0.17,1.403,-9,34.9658,177884,469118,2625,3061,
166,41221,630,1750,2,100,0.248,0.621,0.873,-9,35.1532,58696,257801,76,1950,
166,41221,630,1750,2,125,0.057,0.189,0.103,-9,35.1874,10458,190183,0,338,
166,41221,630,1750,2,150,0.014,0.045,-9,-9,35.0527,719,155236,0,22,
166,41221,630,1750,2,175,0.006,0.026,-9,-9,34.9423,229,128165,11,44,
167,50202,740,1900,2,5,0.127,0.119,6.333,-9,34.997,166718,355964,1416,665,
167,50202,740,1900,2,25,0.129,0.127,6.133,-9,34.985,169322,364853,1503,1405,
167,50202,740,1900,2,45,0.14,0.128,4.52,-9,35.037,146739,348654,1177,2549,
167,50202,740,1900,2,75,0.17,0.346,2.207,-9,35.1959,49163,257365,109,1307,
167,50202,740,1900,2,100,0.096,0.28,0.473,-9,35.2377,26603,248988,44,512,
167,50202,740,1900,2,125,0.061,0.17,0.123,-9,35.1876,13171,187656,65,381,
167,50202,740,1900,2,150,0.01,0.032,-9,-9,35.1114,980,142142,11,33,
167,50202,740,1900,2,175,0.009,0.038,-9,-9,34.9845,153,129450,0,33,
168,50305,650,1900,2,5,0.078,0.075,-9,-9,35.0071,114068,483813,2702,1296,
168,50305,650,1900,2,25,0.08,0.073,-9,-9,35.0091,115191,481144,2887,1536,
168,50305,650,1900,2,45,0.097,0.091,-9,-9,35.1488,125779,475893,1797,1808,
168,50305,650,1900,2,75,0.148,0.155,-9,-9,35.2038,202275,421991,2952,1645,
168,50305,650,1900,2,100,0.203,0.406,-9,-9,35.1949,48118,250752,163,1438,
168,50305,650,1900,2,125,0.111,0.309,-9,-9,35.163,22637,196229,44,675,
168,50305,650,1900,2,150,0.036,0.105,-9,-9,35.0403,3540,141608,11,163,
168,50305,650,1900,2,175,0.014,0.05,-9,-9,34.9534,632,138514,65,33,
169,50519,609,1915,2,5,0.063,0.062,6.77,-9,34.9126,19868,521303,1195,990,
169,50519,609,1915,2,25,0.065,0.055,7.58,-9,34.9095,35968,530710,1378,1033,
169,50519,609,1915,2,45,0.082,0.07,4.743,-9,34.9168,34042,612139,1528,969,
169,50519,609,1915,2,75,0.13,0.124,4.023,-9,35.0738,53156,602194,1980,764,
169,50519,609,1915,2,100,0.237,0.278,2.797,-9,35.1071,71097,471193,1873,764,
169,50519,609,1915,2,125,0.232,0.532,1.493,-9,35.1295,53802,259010,151,1507,
169,50519,609,1915,2,150,0.113,0.319,-9,-9,35.1738,21611,231437,32,603,
169,50519,609,1915,2,175,0.088,0.271,-9,-9,35.1366,18232,243695,75,570,
170,50615,605,1930,2,5,0.07,0.074,6.077,-9,35.2329,55556,611676,1302,1270,
170,50615,605,1930,2,25,0.07,0.059,6.877,-9,35.244,45310,621158,936,1313,
170,50615,605,1930,2,45,0.098,0.084,6.62,-9,35.2361,43190,715556,1894,1647,
170,50615,605,1930,2,75,0.151,0.146,4.443,-9,35.2006,41167,706192,1808,1065,
170,50615,605,1930,2,100,0.372,0.667,4.993,-9,35.1394,72141,413560,97,3358,
170,50615,605,1930,2,125,0.191,0.425,0.933,-9,35.0634,30339,245826,54,1335,
170,50615,605,1930,2,150,0.032,0.081,-9,-9,34.9414,2475,213076,54,172,
170,50615,605,1930,2,175,0.022,0.085,-9,-9,34.7809,2841,204046,97,151,
171,50717,608,2000,2,5,0.06,0.055,7.24,-9,35.0132,52639,545691,495,667,
171,50717,608,2000,2,25,0.059,0.06,6.637,-9,35.0096,57041,510121,667,581,
171,50717,608,2000,2,45,0.066,0.062,6.367,-9,35.015,43470,529418,560,667,
171,50717,608,2000,2,75,0.123,0.132,5.2,-9,35.1756,55093,568325,1055,893,
171,50717,608,2000,2,100,0.181,0.239,2.45,-9,35.2152,83302,427885,926,850,
171,50717,608,2000,2,125,0.211,0.515,1.583,-9,35.2119,59183,248969,54,2099,
171,50717,608,2000,2,150,0.116,0.315,-9,-9,35.1766,26637,215831,22,936,
171,50717,608,2000,2,175,0.029,0.15,-9,-9,35.0518,5919,193359,75,172,
172,50814,600,1920,2,5,0.061,0.047,5.85,-9,35.0768,58559,619952,700,796,
172,50814,600,1920,2,25,0.069,0.06,6.64,-9,35.1159,53866,642392,657,775,
172,50814,600,1920,2,45,0.067,0.057,5.823,-9,35.1374,64155,692535,926,527,
172,50814,600,1920,2,75,0.157,0.15,5.13,-9,35.2562,67201,763696,1388,775,
172,50814,600,1920,2,100,0.291,0.349,3.263,-9,35.2197,128956,497346,1539,517,
172,50814,600,1920,2,125,0.208,0.472,1.053,-9,35.2095,74035,322595,226,721,
172,50814,600,1920,2,150,0.12,0.372,-9,-9,35.1648,24485,248894,11,839,
172,50814,600,1920,2,175,0.082,0.239,-9,-9,35.0817,14960,217855,43,366,
173,50910,556,1900,2,5,0.145,0.091,10.76,-9,35.0189,56331,667404,581,441,
173,50910,556,1900,2,25,0.156,0.117,9.847,-9,35.0201,55535,647461,657,657,
173,50910,556,1900,2,45,0.208,0.206,7.093,-9,35.0972,81451,840648,1076,818,
173,50910,556,1900,2,75,0.274,0.345,2.393,-9,35.1656,148598,415788,1248,463,
173,50910,556,1900,2,100,0.196,0.387,0.663,-9,35.1979,46300,274164,398,915,
173,50910,556,1900,2,125,0.124,0.302,0.22,-9,35.2268,22278,258139,54,441,
173,50910,556,1900,2,150,0.078,0.224,-9,-9,35.2552,12345,247742,65,334,
173,50910,556,1900,2,175,0.044,0.159,-9,-9,-9,7146,231006,129,237,
174,51009,635,1840,2,5,0.096,0.087,5.807,-9,35.1677,22149,582068,990,667,
174,51009,635,1840,2,25,0.101,0.079,6.823,-9,35.1652,23828,578022,1195,474,
174,51009,635,1840,2,45,0.102,0.084,6.04,-9,35.1652,21127,464951,1109,635,
174,51009,635,1840,2,75,0.239,0.21,4.693,-9,35.2016,27832,478479,1905,700,
174,51009,635,1840,2,100,0.276,0.603,1.87,-9,35.1998,92159,325942,441,1345,
174,51009,635,1840,2,125,0.146,0.329,0.44,-9,35.2008,28391,404110,108,872,
174,51009,635,1840,2,150,0.038,0.129,-9,-9,35.0352,6565,424096,108,280,
174,51009,635,1840,2,175,0.012,0.042,-9,-9,34.9909,990,310563,377,65,
175,51112,542,1830,2,5,0.106,0.074,5.327,-9,35.0876,209357,492245,789,870,
175,51112,542,1830,2,25,0.103,0.083,6.19,-9,35.0872,212512,446086,938,761,
175,51112,542,1830,2,45,0.096,0.085,5.27,-9,35.087,211233,431240,67,925,
175,51112,542,1830,2,75,0.138,0.149,4.467,-9,35.097,204399,477662,816,801,
175,51112,542,1830,2,100,0.268,0.506,2.327,-9,35.139,83381,380629,139,1492,
175,51112,542,1830,2,125,0.153,0.426,0.717,-9,35.1693,35600,323130,15,987,
175,51112,542,1830,2,150,0.089,0.228,-9,-9,35.2004,15188,299519,0,496,
175,51112,542,1830,2,175,0.038,0.103,-9,-9,35.1801,7803,226331,0,364,
176,51213,557,1758,2,5,0.092,0.073,5.01,-9,35.1729,202103,403587,732,678,
