crn, date, stime, etime, itype, depth, chl, phaeo, l12, d12, bsal, pbact, hbact, sbact, ebact, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, mg/m3, mg C/m3, mg C/m3, PSS-78, #/ml, #/ml, #/ml, #/ml, 
101,990113,654,1850,1,5,0.135,0.129,7.75,0.125,35.2212,161341,278250,2395,1354,
101,990113,654,1850,1,25,0.141,0.131,6.055,0.12,35.2243,178656,349446,2433,867,
101,990113,654,1850,1,45,0.135,0.123,4.51,0.115,35.2209,173814,338149,2299,1340,
101,990113,654,1850,1,75,0.136,0.136,1.545,0.1,35.2244,173988,328911,2410,1337,
101,990113,654,1850,1,100,0.115,0.163,0.6,0.13,35.2248,141950,365083,877,943,
101,990113,654,1850,1,125,0.089,0.18,0.27,0.055,35.2308,19359,301741,539,816,
101,990113,654,1850,1,150,0.049,0.133,0.075,0.045,35.1487,8041,207003,747,585,
101,990113,654,1850,2,5,0.14,0.142,7.105,0.07,35.2159,276730,360796,2617,1300,
101,990113,654,1850,2,25,0.144,0.139,7.275,0.08,35.2163,318095,397945,3080,1574,
101,990113,654,1850,2,45,0.135,0.124,4.925,0.08,35.2163,284608,405358,3432,1589,
101,990113,654,1850,2,75,0.143,0.135,1.785,0.07,35.2186,281585,405411,3173,1877,
101,990113,654,1850,2,100,0.14,0.134,0.34,0.06,35.2185,278483,252947,3319,3989,
101,990113,654,1850,2,125,0.089,0.176,0.22,0.045,35.2259,25362,300322,101,1567,
101,990113,654,1850,2,150,0.051,0.134,0.085,0.025,35.1453,12846,285691,132,214,
101,990113,654,1850,2,175,0.023,0.054,0.04,0.02,35.0981,3267,182884,33,280,
102,990218,600,1805,1,5,0.087,0.089,6.3,0.11,35.3517,173679,398148,5906,1345,
102,990218,600,1805,1,25,0.109,0.127,4.925,0.195,35.3377,214736,389421,7249,1104,
102,990218,600,1805,1,45,0.122,0.144,3.3,0.15,35.2965,197799,401578,5865,904,
102,990218,600,1805,1,75,0.265,0.322,3.57,0.06,35.347,151254,425993,3854,508,
102,990218,600,1805,1,100,0.244,0.382,1.325,0.06,35.3627,63285,384364,213,295,
102,990218,600,1805,1,125,0.108,0.376,0.47,0.04,35.1309,28317,257752,65,16,
102,990218,600,1805,1,150,0.092,0.179,0.105,0.065,35.127,-9,-9,-9,-9,
102,990218,600,1805,1,175,0.012,0.043,0.015,0.035,34.8678,662,166697,743,0,
102,990218,600,1805,2,5,0.085,0.084,-9,-9,35.3506,-9,-9,-9,-9,
102,990218,600,1805,2,25,0.093,0.105,-9,-9,35.3496,-9,-9,-9,-9,
102,990218,600,1805,2,45,0.16,0.189,-9,-9,35.3273,-9,-9,-9,-9,
102,990218,600,1805,2,75,0.236,0.3,-9,-9,35.3306,-9,-9,-9,-9,
102,990218,600,1805,2,100,0.241,0.306,-9,-9,35.3487,-9,-9,-9,-9,
102,990218,600,1805,2,125,0.211,0.37,-9,-9,35.3818,-9,-9,-9,-9,
102,990218,600,1805,2,150,0.068,0.198,-9,-9,35.0781,-9,-9,-9,-9,
102,990218,600,1805,2,175,0.017,0.061,-9,-9,34.9574,-9,-9,-9,-9,
103,990317,524,1800,1,5,0.085,0.082,6.283,0.12,35.2008,208186,448054,2018,1017,
103,990317,524,1800,1,25,0.105,0.1,6.177,0.15,35.1975,244380,491596,2639,1369,
103,990317,524,1800,1,45,0.199,0.266,6.337,0.177,35.2829,291591,498764,2747,1555,
103,990317,524,1800,1,75,0.179,0.253,4.187,0.135,35.3166,279509,467964,5292,1418,
103,990317,524,1800,1,100,0.269,0.489,2.877,0.09,35.3581,76426,382405,212,423,
103,990317,524,1800,1,125,0.14,0.296,0.453,0.047,35.4102,29124,341427,114,81,
103,990317,524,1800,1,150,0.103,0.237,0.183,0.057,35.1841,59973,309487,910,260,
103,990317,524,1800,1,175,0.049,0.134,0.06,0.03,35.0495,26432,244651,326,163,
103,990317,524,1800,2,5,0.096,0.081,-9,-9,35.1912,-9,-9,-9,-9,
103,990317,524,1800,2,25,0.092,0.085,-9,-9,35.1905,-9,-9,-9,-9,
104,990414,625,2135,1,5,0.114,0.116,6.357,0.147,35.3437,193872,435647,2714,806,
104,990414,625,2135,1,25,0.122,0.132,7.053,0.137,35.3508,192641,406018,2596,723,
104,990414,625,2135,1,45,0.129,0.127,7.087,0.167,35.3436,200895,405919,2714,888,
104,990414,625,2135,1,75,0.162,0.172,4.56,0.09,35.3431,192676,401390,2186,624,
104,990414,625,2135,1,100,0.181,0.202,2.217,0.11,35.3486,172894,411127,2450,773,
104,990414,625,2135,1,125,0.268,0.343,1.223,0.07,35.3676,96261,395047,1561,312,
104,990414,625,2135,1,150,0.233,0.331,0.367,0.063,35.4073,54445,348266,84,1009,
105,990510,525,1940,1,5,0.089,0.09,9.967,0.14,35.3749,155210,431958,2260,1155,
105,990510,525,1940,1,25,0.087,0.089,8.323,0.133,35.3718,157588,442440,2205,1218,
105,990510,525,1940,1,45,0.096,0.101,6.103,-9,35.3681,180369,601460,2500,1027,
105,990510,525,1940,1,75,0.142,0.167,5.203,0.147,35.3864,214784,456294,2735,1055,
105,990510,525,1940,1,100,0.105,0.127,1.227,0.233,35.3776,162065,513510,2097,1255,
105,990510,525,1940,1,125,0.099,0.099,0.247,0.123,35.3596,173988,547790,2960,1207,
105,990510,525,1940,2,5,0.094,0.089,-9,-9,35.3724,-9,-9,-9,-9,
105,990510,525,1940,2,25,0.095,0.091,-9,-9,35.3739,-9,-9,-9,-9,
106,990714,602,1935,1,5,0.084,0.083,5.837,0.187,34.9527,172479,428856,1188,1188,
106,990714,602,1935,1,25,0.083,0.085,5.66,0.197,34.9505,150075,440782,1401,692,
106,990714,602,1935,1,45,0.085,0.089,4.973,0.177,34.9574,101764,480200,1049,1333,
106,990714,602,1935,1,75,0.175,0.239,3.79,0.173,35.0142,226748,445274,2735,879,
106,990714,602,1935,1,100,-9,-9,2.465,0.1,34.9951,159966,429761,1163,475,
106,990714,602,1935,1,125,0.226,0.682,1.11,0.06,35.206,56864,308642,276,179,
106,990714,602,1935,1,150,0.146,0.418,0.243,0.083,35.2712,28526,316188,244,244,
106,990714,602,1935,1,175,0.123,0.293,0.077,0.06,35.394,19361,402683,229,180,
107,990814,530,1943,1,5,0.099,0.097,9.5,0.163,35.2094,148895,342906,66,820,
107,990814,530,1943,1,25,0.087,0.087,9.207,0.187,35.2082,145894,315440,49,674,
107,990814,530,1943,1,45,0.126,0.142,9.307,0.163,35.2201,181054,337967,182,859,
107,990814,530,1943,1,75,0.194,0.25,4.233,0.19,35.1331,154910,276915,1001,1001,
107,990814,530,1943,1,100,0.23,0.485,1.613,0.103,35.116,107531,290586,2367,1893,
107,990814,530,1943,1,125,0.076,0.272,0.237,0.083,34.88,11829,154649,2375,549,
107,990814,530,1943,1,150,0.026,0.087,0.107,0.08,34.8487,13429,133806,324,97,
108,991015,614,1800,1,5,0.078,0.065,7.475,0.13,35.121,187528,435453,774,362,
108,991015,614,1800,1,25,0.069,0.071,6.35,0.153,35.1074,191208,479411,939,593,
108,991015,614,1800,1,45,0.089,0.09,5.497,0.353,35.1297,205555,483796,838,624,
108,991015,614,1800,1,75,0.14,0.16,4.23,0.143,35.1648,235416,434314,1296,230,
108,991015,614,1800,1,100,0.229,0.448,2.41,0.077,35.2869,82040,337069,228,260,
108,991015,614,1800,1,125,0.113,0.373,0.57,0.063,35.2699,30899,248987,16,130,
108,991015,614,1800,1,150,0.063,0.15,0.103,0.08,35.2794,40838,264441,260,179,
109,991109,637,1830,1,5,0.106,0.096,6.713,0.133,35.3223,222652,424587,1235,708,
109,991109,637,1830,1,25,0.096,0.097,5.652,0.123,35.3202,201472,432129,1496,625,
109,991109,637,1830,1,45,0.092,0.092,5.1,0.135,35.3282,213198,480753,1103,592,
109,991109,637,1830,1,75,0.143,0.158,2.31,0.137,35.2548,226460,410605,1760,576,
109,991109,637,1830,1,100,0.155,0.221,0.473,0.117,35.2997,196335,394197,1444,591,
109,991109,637,1830,1,125,0.151,0.464,0.397,0.08,35.2839,43292,230272,32,308,
109,991109,637,1830,1,150,0.082,0.247,0.113,0.077,35.2409,18913,237201,48,81,
110,991215,540,1810,1,5,0.119,0.131,5.823,0.173,35.2043,282108,453880,4788,642,
110,991215,540,1810,1,25,0.113,0.131,6.257,0.213,35.2032,242124,449750,2728,707,
110,991215,540,1810,1,45,0.129,0.156,5.137,0.177,35.2451,252957,447177,3795,559,
110,991215,540,1810,1,75,0.16,0.196,1.933,0.113,35.2124,220901,431895,3319,526,
110,991215,540,1810,1,100,0.217,0.546,0.97,0.07,35.1509,56430,375820,65,422,
110,991215,540,1810,1,125,0.116,0.309,0.257,0.103,35.1879,50761,281938,550,113,
110,991215,540,1810,1,150,0.027,0.078,0.107,0.113,35.1549,10735,207220,161,16,
110,991215,540,1810,1,175,0.039,0.088,0.1,0.1,35.0032,39147,228420,807,113,
111,203,631,1845,1,5,0.068,0.065,5.213,0.14,35.3617,132848,399295,3255,458,
111,203,631,1845,1,25,0.077,0.081,4.25,0.193,35.3765,163070,398539,4503,310,
111,203,631,1845,1,45,0.092,0.094,3.433,0.177,35.3843,168963,379699,4414,295,
111,203,631,1845,1,75,0.128,0.132,2.003,0.173,35.3852,211132,399969,4571,510,
111,203,631,1845,1,100,0.157,0.241,0.997,0.117,35.3261,137902,383020,2678,376,
111,203,631,1845,1,125,0.138,0.391,0.5,0.09,35.1748,40572,254460,0,49,
111,203,631,1845,1,150,0.058,0.114,0.123,0.09,35.0975,28465,233689,469,146,
111,203,631,1845,1,175,0.021,0.057,0.05,0.06,35.0175,1614,183817,16,0,
111,203,631,1845,2,25,0.085,0.085,3.77,-9,35.3951,-9,-9,-9,-9,
111,203,631,1845,2,45,0.122,0.143,4.22,-9,35.3948,-9,-9,-9,-9,
112,301,708,1900,1,5,0.077,0.079,6.9,0.107,35.2144,173461,441033,1496,953,
112,301,708,1900,1,25,0.083,0.086,7.573,0.123,35.2082,174477,431163,1444,853,
112,301,708,1900,1,45,0.082,0.094,6.54,0.113,35.1846,185478,455084,1972,2514,
112,301,708,1900,1,75,0.133,0.174,4.013,0.113,35.2972,224863,358888,2042,856,
112,301,708,1900,1,100,0.206,0.364,2.41,0.11,35.3446,143990,364438,1406,981,
112,301,708,1900,1,125,0.176,0.479,0.91,0.09,35.2427,48213,307792,65,341,
112,301,708,1900,1,150,0.049,0.146,0.167,0.033,35.2962,8501,233295,64,48,
112,301,708,1900,1,175,0.023,0.061,0.053,0.05,35.2075,2715,177113,80,80,
112,301,708,1900,2,25,0.077,0.081,6.907,-9,35.2082,-9,-9,-9,-9,
112,301,708,1900,2,45,0.084,0.083,6.273,-9,35.2085,-9,-9,-9,-9,
113,329,530,1715,1,5,0.072,0.058,5.913,0.14,35.3776,245812,350528,115,3597,
113,329,530,1715,1,25,0.07,0.053,5.987,0.13,35.376,254387,359638,115,2867,
113,329,530,1715,1,45,0.071,0.058,5.04,0.157,35.3829,245269,370892,33,3168,
113,329,530,1715,1,75,0.099,0.094,2.983,0.163,35.366,301543,366868,16,2933,
113,329,530,1715,1,100,0.141,0.162,1.073,0.137,35.4308,243550,370212,1148,738,
113,329,530,1715,1,125,0.23,0.454,1.08,0.07,35.4054,108877,314576,179,1533,
113,329,530,1715,1,150,0.09,0.212,0.187,0.073,35.2701,60761,271746,373,146,
113,329,530,1715,1,175,0.047,0.118,0.06,0.057,35.191,19749,207536,48,97,
113,329,530,1715,2,25,0.072,0.058,5.567,-9,35.3749,-9,-9,-9,-9,
113,329,530,1715,2,45,0.076,0.057,4.857,-9,35.3695,-9,-9,-9,-9,
114,426,552,1930,1,5,0.073,0.066,9.377,0.105,34.9352,112247,438369,3004,1215,
114,426,552,1930,1,25,0.075,0.073,8.257,0.263,34.9666,128185,452044,4855,2017,
114,426,552,1930,1,45,0.071,0.078,6.407,0.175,34.9758,177424,474815,3800,1365,
114,426,552,1930,1,75,0.147,0.182,4.663,0.09,35.1299,191912,459375,1891,2072,
114,426,552,1930,1,100,0.223,0.466,2.523,0.073,35.1624,108951,448260,278,1504,
114,426,552,1930,1,125,0.126,0.361,0.09,0.06,35.2998,37438,349852,0,244,
114,426,552,1930,1,150,0.099,0.311,0.19,0.067,35.1108,32257,308596,342,504,
114,426,552,1930,1,175,0.052,0.149,0.55,0.043,35.0062,22602,246165,32,388,
114,426,552,1930,2,25,0.075,0.066,9.167,-9,34.9083,-9,-9,-9,-9,
114,426,552,1930,2,45,0.084,0.06,7.913,-9,34.9841,-9,-9,-9,-9,
115,525,530,1930,1,25,0.053,0.05,5.11,-9,-9,-9,-9,-9,-9,
115,525,530,1930,1,45,0.066,0.061,5.265,-9,-9,-9,-9,-9,-9,
115,525,530,1930,3,25,0.057,0.047,5.425,-9,-9,-9,-9,-9,-9,
115,525,530,1930,3,45,0.061,0.061,4.09,-9,-9,-9,-9,-9,-9,
115,525,530,1930,2,5,0.054,0.046,5.42,0.127,34.9303,127144,543109,340,1020,
115,525,530,1930,2,25,0.055,0.052,5.447,0.175,34.9311,105806,553922,325,1063,
115,525,530,1930,2,45,0.065,0.064,4.28,0.143,35.1477,143203,620185,758,386,
115,525,530,1930,2,75,0.105,0.1,3.08,0.167,35.3407,306301,419222,1024,1083,
115,525,530,1930,2,100,0.164,0.202,1.973,0.14,35.4107,252700,465072,1732,992,
115,525,530,1930,2,125,0.265,0.421,1.133,0.093,35.3944,146884,419665,1308,838,
115,525,530,1930,2,150,0.152,0.496,0.347,0.067,-9,49512,287084,0,930,
115,525,530,1930,2,175,0.064,0.217,0.073,0.067,35.2875,13845,255788,14,391,
116,621,540,1945,1,25,0.325,0.215,20.225,-9,35.1904,-9,692199,1026,848,
116,621,540,1945,1,45,0.169,0.126,6.005,-9,35.2502,195813,573814,1290,623,
116,621,540,1945,2,5,0.23,0.167,25.23,0.29,35.1894,169231,835104,729,805,
116,621,540,1945,2,25,0.477,0.353,27.22,0.31,35.215,305669,642312,1214,929,
116,621,540,1945,2,45,0.119,0.106,3.6,0.135,35.2755,214417,513021,1185,874,
116,621,540,1945,2,75,0.148,0.152,1.45,0.113,35.4129,215421,399785,1167,916,
116,621,540,1945,2,100,0.208,0.281,1.375,0.067,35.4454,148897,406412,589,766,
116,621,540,1945,2,125,0.153,0.433,0.873,0.05,35.3811,-9,336432,15,1168,
116,621,540,1945,2,150,0.094,0.293,0.495,0.057,35.2741,-9,246857,0,508,
116,621,540,1945,2,175,0.03,0.101,0.077,0.04,35.0689,-9,207816,14,130,
117,726,600,1930,1,25,0.152,0.112,-9,-9,35.3334,191951,639437,1310,677,
117,726,600,1930,1,45,0.187,0.159,-9,-9,35.3763,242472,646086,1449,1030,
117,726,600,1930,3,25,-9,-9,-9,-9,35.3228,204509,643510,1073,695,
117,726,600,1930,2,5,0.14,0.109,16.04,0.223,35.3242,224253,585760,1735,733,
117,726,600,1930,2,25,0.154,0.113,15.299,0.233,35.3433,225097,581213,1669,611,
117,726,600,1930,2,45,0.193,0.173,9.063,0.203,35.377,245584,554069,1368,952,
117,726,600,1930,2,75,0.173,0.187,2.705,0.13,35.3989,251467,436340,1466,785,
117,726,600,1930,2,100,0.22,0.317,1.217,0.097,35.3496,145235,397069,748,539,
117,726,600,1930,2,125,0.17,0.473,0.507,0.077,35.2917,-9,319190,15,1300,
117,726,600,1930,2,150,0.079,0.257,0.127,0.117,35.1415,-9,259298,15,350,
117,726,600,1930,2,175,0.037,0.13,0.057,0.035,35.0463,-9,183308,14,317,
118,823,640,1920,1,25,0.1,0.099,5.775,-9,35.4594,164450,572866,1297,980,
118,823,640,1920,1,45,0.102,0.096,6.655,-9,35.4609,162264,538253,1504,506,
118,823,640,1920,3,25,0.101,0.106,5.465,-9,35.457,166416,-9,1362,666,
118,823,640,1920,3,45,0.104,0.098,7.37,-9,35.4563,159514,531358,1259,435,
118,823,640,1920,2,5,0.095,0.085,7.187,0.463,35.4565,195913,516425,1500,639,
118,823,640,1920,2,25,0.101,0.099,8.093,0.11,35.4553,195952,538267,1424,534,
118,823,640,1920,2,45,0.103,0.1,8.07,0.1,35.4557,192580,542554,1371,596,
118,823,640,1920,2,75,0.213,0.38,5.395,0.073,35.3867,111964,353083,1259,659,
118,823,640,1920,2,100,0.18,0.536,2.517,0.08,35.4149,70035,316506,73,818,
118,823,640,1920,2,125,0.095,0.335,0.583,0.113,35.3194,29214,255877,15,696,
118,823,640,1920,2,150,0.046,0.151,0.12,-9,35.2363,8796,214381,29,260,
118,823,640,1920,2,175,0.011,0.04,0.045,-9,35.0573,966,186032,0,14,
119,1018,600,1800,3,25,0.07,0.086,5.4,-9,35.3646,86089,275506,524,410,
119,1018,600,1800,3,45,0.071,0.091,4.02,-9,35.3681,92449,235080,480,267,
119,1018,600,1800,2,5,0.07,0.059,4.917,-9,35.3727,109394,263501,493,309,
119,1018,600,1800,2,25,0.073,0.075,4.423,-9,35.3675,115432,267737,459,446,
119,1018,600,1800,2,45,0.076,0.073,3.8,-9,35.3679,129917,268068,601,510,
119,1018,600,1800,2,75,0.173,0.172,2.375,-9,35.3869,168844,178020,1432,641,
119,1018,600,1800,2,100,0.188,0.46,1.357,-9,35.3545,39840,169481,92,709,
119,1018,600,1800,2,125,0.085,0.256,0.27,-9,35.3526,8669,105952,16,230,
119,1018,600,1800,2,150,0.043,0.124,-9,-9,35.201,2987,73247,15,170,
119,1018,600,1800,2,175,0.016,0.061,-9,-9,35.0594,311,73051,31,47,
120,1130,625,1830,3,25,0.085,0.084,6.565,-9,35.0047,86912,223254,1232,496,
120,1130,625,1830,3,45,0.136,0.146,5.615,-9,35.106,131726,228295,1942,1119,
120,1130,625,1830,2,5,0.084,0.08,7.557,-9,34.9996,82228,267032,1158,700,
120,1130,625,1830,2,25,0.086,0.08,6.713,-9,35.0006,76630,271064,1227,842,
120,1130,625,1830,2,45,0.114,0.107,5.033,-9,35.0342,122256,241937,1590,770,
120,1130,625,1830,2,75,0.29,0.382,4.265,-9,35.1721,91284,278826,955,2135,
120,1130,625,1830,2,100,0.204,0.409,0.923,-9,35.1926,34346,181912,48,945,
120,1130,625,1830,2,125,0.119,0.303,0.23,-9,35.2404,12812,153169,16,671,
120,1130,625,1830,2,150,0.063,0.161,-9,-9,35.1784,5038,106592,16,274,
120,1130,625,1830,2,175,0.031,0.097,-9,-9,35.126,2465,89667,8,117,
121,1220,634,3130,2,5,0.111,0.144,4.15,-9,34.9264,44088,300278,229,561,
121,1220,634,3130,2,25,0.077,0.066,3.473,-9,34.9248,76302,191615,280,377,
121,1220,634,3130,2,45,0.079,0.068,2.303,-9,34.9252,26710,304559,73,487,
121,1220,634,3130,2,75,0.128,0.119,1.38,-9,35.0035,102715,229852,781,500,
121,1220,634,3130,2,100,0.21,0.23,0.82,-9,35.2771,122395,174461,247,346,
121,1220,634,3130,2,125,0.192,0.493,0.347,-9,35.2229,28696,156444,27,1008,
121,1220,634,3130,2,150,0.082,0.244,-9,-9,35.27,7367,103042,0,365,
121,1220,634,3130,2,175,0.04,0.116,-9,-9,35.204,2602,91556,0,123,
122,10117,640,1854,2,5,0.074,0.066,5.983,-9,35.075,32747,331421,556,926,
122,10117,640,1854,2,25,0.086,0.074,6.407,-9,35.1041,32354,285427,588,1111,
122,10117,640,1854,2,45,0.089,0.086,4.427,-9,35.0774,35786,319361,872,1187,
122,10117,640,1854,2,75,0.195,0.205,4.57,-9,35.1902,99340,169136,1307,1035,
122,10117,640,1854,2,100,0.215,0.245,1.813,-9,35.3811,65384,177252,937,719,
122,10117,640,1854,2,125,0.087,0.227,0.37,-9,35.2725,11493,119984,87,261,
122,10117,640,1854,2,150,0.052,0.158,-9,-9,35.2166,6242,114265,109,251,
122,10117,640,1854,2,175,0.026,0.078,-9,-9,35.2308,2048,92542,76,54,
124,10321,635,1830,2,5,0.06,0.114,3.887,-9,35.0689,107061,262824,1121,610,
124,10321,635,1830,2,25,0.098,0.083,3.293,-9,35.0602,120022,258830,1761,527,
124,10321,635,1830,2,45,0.1,0.092,4.717,-9,35.0795,176430,105771,2520,456,
124,10321,635,1830,2,75,0.127,0.119,3.165,-9,35.1591,167757,129921,1551,820,
124,10321,635,1830,2,100,0.102,0.115,0.9,-9,35.309,166133,134384,2359,528,
124,10321,635,1830,2,125,0.16,0.214,0.497,-9,35.3918,113691,111605,1818,837,
124,10321,635,1830,2,150,0.196,0.488,-9,-9,35.2556,41043,110971,734,1277,
124,10321,635,1830,2,175,0.027,0.072,-9,-9,35.1285,2441,78089,307,124,
125,10418,617,1856,2,5,0.079,0.071,7.16,-9,35.1374,108701,229682,1461,886,
125,10418,617,1856,2,25,0.076,0.07,7.45,-9,35.1384,101370,241105,1083,640,
125,10418,617,1856,2,45,0.085,0.08,6.693,-9,35.1435,118559,225669,1389,588,
125,10418,617,1856,2,75,0.116,0.116,4.783,-9,35.1658,154966,174957,1245,552,
125,10418,617,1856,2,100,0.176,0.189,3.223,-9,35.1894,181259,178932,1727,607,
125,10418,617,1856,2,125,0.209,0.399,1.7,-9,35.3139,73632,167737,468,1452,
125,10418,617,1856,2,150,0.116,0.337,-9,-9,35.2672,27686,146792,30,877,
125,10418,617,1856,2,175,0.058,0.211,-9,-9,35.2101,9796,117376,292,361,
126,10516,615,1910,2,5,0.076,0.051,8.073,-9,35.2103,83735,334176,1382,1015,
126,10516,615,1910,2,25,0.069,0.051,7.687,-9,35.2113,82970,356758,2183,1005,
126,10516,615,1910,2,45,0.059,0.046,5.56,-9,35.4038,59906,386371,1706,659,
126,10516,615,1910,2,75,0.074,0.066,2.37,-9,35.3713,87261,347328,2072,615,
126,10516,615,1910,2,100,0.122,0.173,1.99,-9,35.3451,107720,167313,1091,786,
126,10516,615,1910,2,125,0.207,0.425,1.19,-9,35.3082,52357,152767,356,1757,
126,10516,615,1910,2,150,0.108,0.335,-9,-9,35.148,22053,118141,190,864,
126,10516,615,1910,2,175,0.046,0.153,-9,-9,35.1055,6214,105386,174,360,
127,10614,600,1855,2,5,0.061,0.052,6.12,-9,35.258,160356,399964,1122,850,
127,10614,600,1855,2,25,0.06,0.05,6.083,-9,35.255,142000,413472,1078,1078,
127,10614,600,1855,2,45,0.082,0.07,5.757,-9,35.3934,200870,520525,1362,1133,
127,10614,600,1855,2,75,0.151,0.151,4.573,-9,35.4101,241275,380878,1503,2418,
127,10614,600,1855,2,100,0.188,0.222,2.453,-9,35.3876,170553,278924,980,719,
127,10614,600,1855,2,125,0.193,0.457,1.637,-9,35.3514,61354,232865,11,1732,
127,10614,600,1855,2,150,0.102,0.353,-9,-9,35.2347,30818,199312,11,817,
127,10614,600,1855,2,175,0.054,0.187,-9,-9,35.1386,14271,154408,0,370,
128,10711,600,1850,2,5,0.05,0.032,6.883,-9,35.125,9924,301452,697,970,
128,10711,600,1850,2,25,0.06,0.06,8.987,-9,35.086,29892,622709,1449,1068,
128,10711,600,1850,2,45,0.102,0.088,5.17,-9,35.2702,58369,576421,1863,1514,
128,10711,600,1850,2,75,0.182,0.233,5.5,-9,35.3886,179682,324536,1373,1046,
128,10711,600,1850,2,100,0.218,0.408,2.29,-9,35.4247,80439,296234,458,1002,
128,10711,600,1850,2,125,0.12,0.357,0.75,-9,35.3496,36276,213703,0,686,
128,10711,600,1850,2,150,0.056,0.183,-9,-9,35.1975,13628,164474,11,338,
128,10711,600,1850,2,175,0.022,0.06,-9,-9,34.9642,3617,130344,0,131,
129,10808,615,1857,2,5,0.066,0.048,6.123,-9,35.2185,35339,725698,839,1035,
129,10808,615,1857,2,25,0.091,0.061,6.107,-9,35.2187,44240,752126,1089,1013,
129,10808,615,1857,2,45,0.072,0.053,5.45,-9,35.2502,32235,763456,1057,697,
129,10808,615,1857,2,75,0.161,0.194,3.383,-9,35.2791,128459,616848,2397,980,
129,10808,615,1857,2,100,0.234,0.593,2.39,-9,35.2129,80374,287976,76,2081,
129,10808,615,1857,2,125,0.085,0.283,0.39,-9,35.2449,26461,221100,11,708,
129,10808,615,1857,2,150,0.026,0.084,-9,-9,35.1454,4935,183091,22,196,
129,10808,615,1857,2,175,0.014,0.044,-9,-9,34.9521,1100,142861,11,44,
130,11002,630,1840,2,5,0.076,0.065,8.48,-9,35.3539,38782,643973,882,719,
130,11002,630,1840,2,25,0.08,0.076,9.517,-9,35.3721,48782,627894,904,937,
130,11002,630,1840,2,45,0.098,0.085,6.15,-9,35.379,37638,627807,861,675,
130,11002,630,1840,2,75,0.181,0.184,3.823,-9,35.2792,154299,542411,2244,839,
130,11002,630,1840,2,100,0.198,0.45,1.877,-9,35.321,114221,300134,283,1307,
130,11002,630,1840,2,125,0.171,0.461,0.557,-9,35.3265,52290,274806,33,1449,
130,11002,630,1840,2,150,0.063,0.219,-9,-9,35.2296,15894,217559,11,468,
130,11002,630,1840,2,175,0.015,0.116,-9,-9,35.0657,3279,181021,11,174,
131,11023,630,1820,2,5,0.152,0.133,8.097,-9,35.4109,97902,672003,1699,970,
131,11023,630,1820,2,25,0.146,0.128,9.01,-9,35.4097,109809,670576,1645,1057,
131,11023,630,1820,2,45,0.152,0.135,7.26,-9,35.4091,108240,688256,1721,1765,
131,11023,630,1820,2,75,0.249,0.359,2.93,-9,35.2857,156064,483083,1329,1078,
131,11023,630,1820,2,100,0.144,0.416,0.66,-9,35.2633,41374,357478,65,948,
131,11023,630,1820,2,125,0.078,0.258,0.193,-9,35.2195,17877,271505,22,588,
131,11023,630,1820,2,150,0.045,0.166,-9,-9,35.1301,10011,175662,22,261,
131,11023,630,1820,2,175,0.013,0.051,-9,-9,34.9833,1340,162415,22,109,
132,11117,650,1800,2,5,0.091,0.093,8.347,-9,35.227,57770,604679,2004,1351,
132,11117,650,1800,2,25,0.093,0.1,6.497,-9,35.2379,67650,592413,2048,1285,
132,11117,650,1800,2,45,0.101,0.112,4.63,-9,35.2402,73413,620323,3715,1765,
132,11117,650,1800,2,75,0.219,0.268,2.81,-9,35.2621,202907,392284,2952,1699,
132,11117,650,1800,2,100,0.117,0.376,0.76,-9,35.3216,38019,248497,65,937,
132,11117,650,1800,2,125,0.054,0.2,0.19,-9,35.272,15513,204160,11,359,
132,11117,650,1800,2,150,0.014,0.054,-9,-9,35.1136,1525,170160,76,44,
132,11117,650,1800,2,175,0.009,0.044,-9,-9,35.034,44,87956,76,11,
134,20116,640,1825,2,5,0.114,0.123,5.82,-9,35.3348,109591,573458,5872,1318,
134,20116,640,1825,2,25,0.104,0.111,4.487,-9,35.3439,146771,540330,6111,1329,
134,20116,640,1825,2,45,0.109,0.117,4.4,-9,35.3303,121302,549949,5665,1471,
134,20116,640,1825,2,75,0.125,0.132,1.087,-9,35.3271,98599,590768,5926,1776,
134,20116,640,1825,2,100,0.198,0.292,1.19,-9,35.3328,121542,505176,3192,1078,
134,20116,640,1825,2,125,0.098,0.27,0.437,-9,35.3051,27213,317814,65,882,
134,20116,640,1825,2,150,0.028,0.072,-9,-9,35.3323,3072,264947,0,185,
134,20116,640,1825,2,175,0.012,0.041,-9,-9,35.3305,1133,214912,0,76,
135,20221,700,1830,2,5,0.075,0.076,7.43,-9,35.266,97858,261272,1780,915,
135,20221,700,1830,2,25,0.068,0.082,6.613,-9,35.2674,100437,253481,1706,1127,
135,20221,700,1830,2,45,0.07,0.086,5.137,-9,35.268,97275,270468,1615,1314,
135,20221,700,1830,2,75,0.11,0.15,4.053,-9,35.3011,130030,228122,1857,1284,
135,20221,700,1830,2,100,0.237,0.557,3.11,-9,35.3112,47488,-9,15,1563,
135,20221,700,1830,2,125,0.084,0.181,0.5,-9,35.2755,10750,166619,14,316,
135,20221,700,1830,2,150,0.04,0.09,-9,-9,35.2264,2883,147838,29,81,
135,20221,700,1830,2,175,0.009,0.048,-9,-9,35.0756,3283,142687,58,189,
136,20313,615,1820,2,5,0.059,0.072,8.06,-9,35.333,72890,510568,2821,1830,
