Index,Source number,Source name,Species name,Species code,Invert/Vert,Phylum,Class,Order,Family,Trophic guild,Dry mass (g),Log dry mass,Ecosystem Type,Energy Source,Habitat,Resident ecosystem,Temperature (C),N excretion rate (ug N/ind/h),P excretion rate (ug P/ind/h),Excreted N:P (molar),Log N excretion,Log P excretion,Incubation time (h),N form,P form,Body C,Body N,Body P,Body CN,Body CP,Body NP,Body data source,Data source,Data provider(s)
3290,33,Ikeda database,Lucifer sp.,Lucifsp,Invertebrate,Arthropoda,Malacostraca,Decapoda,Sergestidae,algdetr,0.0000147,-4.833,Marine,Plankton,Pelagic,Tropical,27,0.0163,.,.,-1.788,.,12,NH4,SRP,36.9,7.83,1.26,5.5,75.74,13.78,Excretion individual,Raw data from author(s),T. Ikeda
3291,33,Ikeda database,Lucifer sp.,Lucifsp,Invertebrate,Arthropoda,Malacostraca,Decapoda,Sergestidae,algdetr,0.000015,-4.824,Marine,Plankton,Pelagic,Tropical,27,0.0232,.,.,-1.635,.,12,NH4,SRP,36.9,7.83,1.26,5.5,75.65,13.77,Excretion individual,Raw data from author(s),T. Ikeda
3292,33,Ikeda database,Lucifer sp.,Lucifsp,Invertebrate,Arthropoda,Malacostraca,Decapoda,Sergestidae,algdetr,0.000015,-4.824,Marine,Plankton,Pelagic,Tropical,28.5,0.0516,0.001,114.257,-1.287,-3,12,NH4,SRP,36.9,7.83,1.26,5.5,75.65,13.77,Excretion individual,Raw data from author(s),T. Ikeda
3293,33,Ikeda database,Lucifer sp.,Lucifsp,Invertebrate,Arthropoda,Malacostraca,Decapoda,Sergestidae,algdetr,0.0000266,-4.575,Marine,Plankton,Pelagic,Tropical,28.5,0.0336,0.0019,39.158,-1.474,-2.721,12,NH4,SRP,36.9,7.83,1.26,5.5,75.69,13.77,Excretion individual,Raw data from author(s),T. Ikeda
3294,33,Ikeda database,Lucifer sp.,Lucifsp,Invertebrate,Arthropoda,Malacostraca,Decapoda,Sergestidae,algdetr,0.000037,-4.432,Marine,Plankton,Pelagic,Tropical,28.5,0.0388,0.0009,95.46,-1.411,-3.046,12,NH4,SRP,36.9,7.83,1.26,5.5,75.69,13.77,Excretion individual,Raw data from author(s),T. Ikeda
3295,33,Ikeda database,Megalopa larva A,Megalo1,Invertebrate,Arthropoda,Unknown,Unknown,Unknown,invert,0.0026,-2.585,Marine,Plankton,Pelagic,Tropical,27.8,0.022,.,.,-1.658,.,12,NH4,SRP,23.4,3.8,1.3,7.18,46.5,6.47,Excretion individual,Raw data from author(s),T. Ikeda
3296,33,Ikeda database,Megalopa larva A,Megalo1,Invertebrate,Arthropoda,Unknown,Unknown,Unknown,invert,0.00266,-2.575,Marine,Plankton,Pelagic,Tropical,27.8,0.07,.,.,-1.155,.,12,NH4,SRP,23.4,3.8,1.3,7.18,46.5,6.47,Excretion individual,Raw data from author(s),T. Ikeda
3297,33,Ikeda database,Megalopa larva B,Megalo2,Invertebrate,Arthropoda,Unknown,Unknown,Unknown,invert,0.0055,-2.26,Marine,Plankton,Pelagic,Tropical,26.4,0.12,.,.,-0.921,.,12,NH4,SRP,31,5.1,1.3,7.09,61.6,8.69,Excretion individual,Raw data from author(s),T. Ikeda
3298,33,Ikeda database,Megalopa larva C,Megalo3,Invertebrate,Arthropoda,Unknown,Unknown,Unknown,invert,0.00153,-2.815,Marine,Plankton,Pelagic,Tropical,27.8,0.42,.,.,-0.377,.,12,NH4,SRP,27.2,4.5,1.3,7.05,54.05,7.66,Excretion individual,Raw data from author(s),T. Ikeda
3299,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.0373,-1.428,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,0.25,.,.,-0.602,.,12,NH4,SRP,11.58,2.36,.,5.73,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3300,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.0507,-1.295,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,0.29,.,.,-0.538,.,12,NH4,SRP,11.58,2.35,.,5.75,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3301,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.056,-1.252,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,0.28,.,.,-0.553,.,12,NH4,SRP,11.57,2.36,.,5.73,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3302,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.057,-1.244,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,0.45,.,.,-0.347,.,12,NH4,SRP,11.58,2.75,.,4.9,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3303,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.0935,-1.029,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,1.65,.,.,0.217,.,12,NH4,SRP,11.57,2.35,.,5.74,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3304,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.114,-0.943,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,1.63,.,.,0.212,.,12,NH4,SRP,10.51,2.35,.,5.22,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3305,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.161,-0.793,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,0.71,.,.,-0.149,.,12,NH4,SRP,10.51,2.35,.,5.22,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3306,33,Ikeda database,Mertensiidae sp.,Merten,Invertebrate,Ctenophora,Tentaculata,Cydippida,Mertensiidae,invert,0.18,-0.745,Marine,Plankton,Pelagic,Antarctic Ocean,-1.6,0.84,.,.,-0.076,.,12,NH4,SRP,10.51,2.35,.,5.22,.,.,Excretion individual,Raw data from author(s),T. Ikeda
3307,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000192,-3.717,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0175,0.0035,11.071,-1.757,-2.456,12,NH4,SRP,42.19,10.94,0.63,4.5,174.38,38.75,Excretion individual,Raw data from author(s),T. Ikeda
3308,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000192,-3.717,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0175,0.0035,11.071,-1.757,-2.456,12,NH4,SRP,42.19,10.94,0.63,4.5,174.38,38.75,Excretion individual,Raw data from author(s),T. Ikeda
3309,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.00021,-3.678,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0197,0.0039,11.208,-1.705,-2.409,12,NH4,SRP,42.38,10.95,0.62,4.51,176.86,39.18,Excretion individual,Raw data from author(s),T. Ikeda
3310,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.00021,-3.678,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0194,0.0039,11.015,-1.712,-2.409,12,NH4,SRP,42.38,10.95,0.62,4.51,176.86,39.18,Excretion individual,Raw data from author(s),T. Ikeda
3311,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000212,-3.674,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0167,0.0036,10.272,-1.777,-2.444,12,NH4,SRP,41.98,10.85,0.61,4.51,176.86,39.18,Excretion individual,Raw data from author(s),T. Ikeda
3312,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000212,-3.674,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0167,0.0036,10.272,-1.777,-2.444,12,NH4,SRP,41.98,10.85,0.61,4.51,176.86,39.18,Excretion individual,Raw data from author(s),T. Ikeda
3313,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000216,-3.666,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0203,0.003,14.983,-1.693,-2.523,12,NH4,SRP,42.13,11.11,0.65,4.42,167.92,37.96,Excretion individual,Raw data from author(s),T. Ikeda
3314,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000216,-3.666,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0203,0.003,14.983,-1.693,-2.523,12,NH4,SRP,42.13,11.11,0.65,4.42,167.92,37.96,Excretion individual,Raw data from author(s),T. Ikeda
3315,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000219,-3.66,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0182,0.003,13.433,-1.74,-2.523,12,NH4,SRP,42.01,10.96,0.64,4.47,169.76,37.96,Excretion individual,Raw data from author(s),T. Ikeda
3316,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000219,-3.66,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0182,0.003,13.433,-1.74,-2.523,12,NH4,SRP,42.01,10.96,0.64,4.47,169.76,37.96,Excretion individual,Raw data from author(s),T. Ikeda
3317,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000222,-3.654,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0183,0.0036,11.256,-1.738,-2.444,12,NH4,SRP,42.34,11.26,0.63,4.39,173.45,39.54,Excretion individual,Raw data from author(s),T. Ikeda
3318,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000222,-3.654,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0183,0.0036,11.256,-1.738,-2.444,12,NH4,SRP,42.34,11.26,0.63,4.39,173.45,39.54,Excretion individual,Raw data from author(s),T. Ikeda
3319,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000227,-3.644,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0138,0.0021,14.551,-1.86,-2.678,12,NH4,SRP,42.29,11.01,0.62,4.48,177.14,39.54,Excretion individual,Raw data from author(s),T. Ikeda
3320,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000227,-3.644,Marine,Plankton,Pelagic,Antarctic Ocean,-1,0.0138,0.0021,14.551,-1.86,-2.678,12,NH4,SRP,42.29,11.01,0.62,4.48,177.14,39.54,Excretion individual,Raw data from author(s),T. Ikeda
3321,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000247,-3.607,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0304,0.0045,14.959,-1.517,-2.347,12,NH4,SRP,45.34,11.34,0.53,4.67,222.56,47.69,Excretion individual,Raw data from author(s),T. Ikeda
3322,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000247,-3.607,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0304,0.0045,14.959,-1.517,-2.347,12,NH4,SRP,45.34,11.34,0.53,4.67,222.56,47.69,Excretion individual,Raw data from author(s),T. Ikeda
3323,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000259,-3.587,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0317,0.0053,13.244,-1.499,-2.276,12,NH4,SRP,45.17,11.58,0.54,4.55,215.89,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3324,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000259,-3.587,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0294,0.0057,11.421,-1.532,-2.244,12,NH4,SRP,45.17,11.58,0.54,4.55,215.89,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3325,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000259,-3.587,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0296,0.0057,11.499,-1.529,-2.244,12,NH4,SRP,45.17,11.58,0.54,4.55,215.89,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3326,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000259,-3.587,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0317,0.0053,13.244,-1.499,-2.276,12,NH4,SRP,45.17,11.58,0.54,4.55,215.89,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3327,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000259,-3.587,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0294,0.0057,11.421,-1.532,-2.244,12,NH4,SRP,45.17,11.58,0.54,4.55,215.89,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3328,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000259,-3.587,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0296,0.0057,11.499,-1.529,-2.244,12,NH4,SRP,45.17,11.58,0.54,4.55,215.89,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3329,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000261,-3.583,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0308,0.0062,11,-1.511,-2.208,12,NH4,SRP,45.21,11.49,0.54,4.59,217.74,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3330,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000261,-3.583,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0308,0.0062,11,-1.511,-2.208,12,NH4,SRP,45.21,11.49,0.54,4.59,217.74,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3331,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000265,-3.577,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0318,0.0049,14.37,-1.498,-2.31,12,NH4,SRP,45.28,11.32,0.53,4.67,221.43,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3332,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000265,-3.577,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0318,0.0049,14.37,-1.498,-2.31,12,NH4,SRP,45.28,11.32,0.53,4.67,221.43,47.45,Excretion individual,Raw data from author(s),T. Ikeda
3333,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000276,-3.559,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0354,0.0055,14.252,-1.451,-2.26,12,NH4,SRP,45.29,11.23,0.54,4.7,215.28,45.76,Excretion individual,Raw data from author(s),T. Ikeda
3334,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000276,-3.559,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0354,0.0055,14.252,-1.451,-2.26,12,NH4,SRP,45.29,11.23,0.54,4.7,215.28,45.76,Excretion individual,Raw data from author(s),T. Ikeda
3335,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000297,-3.527,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0306,0.0048,14.116,-1.514,-2.319,12,NH4,SRP,45.12,11.45,0.54,4.6,216.35,47.05,Excretion individual,Raw data from author(s),T. Ikeda
3336,33,Ikeda database,Metridia gerlachei,Metrge,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000297,-3.527,Marine,Plankton,Pelagic,Antarctic Ocean,-1.4,0.0306,0.0048,14.116,-1.514,-2.319,12,NH4,SRP,45.12,11.45,0.54,4.6,216.35,47.05,Excretion individual,Raw data from author(s),T. Ikeda
3337,33,Ikeda database,Metridia longa,Metrlo,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000341,-3.467,Marine,Plankton,Pelagic,Barents Sea,0.1,0.021,0.0033,14.091,-1.678,-2.481,12,NH4,SRP,47.51,10.56,0.6,5.25,204.55,38.96,Excretion individual,Raw data from author(s),T. Ikeda
3338,33,Ikeda database,Metridia longa,Metrlo,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000345,-3.462,Marine,Plankton,Pelagic,Barents Sea,0.1,0.025,0.0035,15.816,-1.602,-2.456,12,NH4,SRP,47.54,10.44,0.6,5.31,204.67,38.51,Excretion individual,Raw data from author(s),T. Ikeda
3339,33,Ikeda database,Metridia longa,Metrlo,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000361,-3.442,Marine,Plankton,Pelagic,Barents Sea,0.1,0.024,0.0048,11.071,-1.62,-2.319,12,NH4,SRP,47.37,10.53,0.6,5.25,203.95,38.85,Excretion individual,Raw data from author(s),T. Ikeda
3340,33,Ikeda database,Metridia longa,Metrlo,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,omni,0.000365,-3.438,Marine,Plankton,Pelagic,Barents Sea,0.1,0.022,0.0029,16.798,-1.658,-2.538,12,NH4,SRP,47.4,10.41,0.6,5.31,204.07,38.42,Excretion individual,Raw data from author(s),T. Ikeda
3341,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000304,-4.517,Marine,Plankton,Pelagic,WN Pacific,6.9,0.0039,.,.,-2.409,.,12,NH4,SRP,44.3,11.09,0.6,4.66,191.15,41,Excretion individual,Raw data from author(s),T. Ikeda
3342,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000848,-4.072,Marine,Plankton,Pelagic,EN Pacific,13,0.025,0.007,7.908,-1.602,-2.155,12,NH4,SRP,46,12,0.63,4.47,188.71,42.2,Excretion individual,Raw data from author(s),T. Ikeda
3343,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000905,-4.043,Marine,Plankton,Pelagic,EN Pacific,13,0.013,0.0067,4.296,-1.886,-2.174,12,NH4,SRP,46,12,0.63,4.47,188.67,42.19,Excretion individual,Raw data from author(s),T. Ikeda
3344,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000964,-4.016,Marine,Plankton,Pelagic,EN Pacific,13,0.037,0.005,16.386,-1.432,-2.301,12,NH4,SRP,46,12,0.63,4.47,188.72,42.2,Excretion individual,Raw data from author(s),T. Ikeda
3345,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000968,-4.014,Marine,Plankton,Pelagic,EN Pacific,13,0.017,0.0058,6.49,-1.77,-2.237,12,NH4,SRP,46,12,0.63,4.47,188.57,42.17,Excretion individual,Raw data from author(s),T. Ikeda
3346,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000975,-4.011,Marine,Plankton,Pelagic,EN Pacific,13,0.017,0.0055,6.844,-1.77,-2.26,12,NH4,SRP,46,12,0.63,4.47,188.7,42.19,Excretion individual,Raw data from author(s),T. Ikeda
3347,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.0000982,-4.008,Marine,Plankton,Pelagic,EN Pacific,13,0.031,0.0041,16.742,-1.509,-2.387,12,NH4,SRP,46,12,0.63,4.47,188.52,42.15,Excretion individual,Raw data from author(s),T. Ikeda
3348,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.00016,-3.796,Marine,Plankton,Pelagic,WN Pacific,9.4,0.0061,.,.,-2.215,.,12,NH4,SRP,44.3,11.1,0.6,4.66,190.74,40.96,Excretion individual,Raw data from author(s),T. Ikeda
3349,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.000171,-3.767,Marine,Plankton,Pelagic,WN Pacific,5,0.021,.,.,-1.678,.,12,NH4,SRP,44.3,11.1,0.6,4.66,190.74,40.96,Excretion individual,Raw data from author(s),T. Ikeda
3350,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.000187,-3.728,Marine,Plankton,Pelagic,WN Pacific,9.1,0.019,.,.,-1.721,.,12,NH4,SRP,44.3,11.1,0.6,4.66,190.74,40.96,Excretion individual,Raw data from author(s),T. Ikeda
3351,33,Ikeda database,Metridia pacifica,Metrpa,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Metridinidae,algdetr,0.000188,-3.726,Marine,Plankton,Pelagic,WN Pacific,9.1,0.017,.,.,-1.77,.,12,NH4,SRP,44.3,11.1,0.6,4.66,190.74,40.96,Excretion individual,Raw data from author(s),T. Ikeda
3352,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0000099,-5.004,Marine,Plankton,Pelagic,Tropical,27,0.0138,.,.,-1.86,.,12,NH4,SRP,36.9,7.83,1.26,5.5,75.5,13.73,Excretion individual,Raw data from author(s),T. Ikeda
3353,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0000104,-4.983,Marine,Plankton,Pelagic,Tropical,27,0.0211,.,.,-1.676,.,12,NH4,SRP,36.9,7.83,1.26,5.5,75.69,13.76,Excretion individual,Raw data from author(s),T. Ikeda
3354,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0000114,-4.943,Marine,Plankton,Pelagic,Tropical,28.5,0.0065,0.0003,47.976,-2.187,-3.523,12,NH4,SRP,36.9,7.83,1.26,5.5,75.47,13.73,Excretion individual,Raw data from author(s),T. Ikeda
3355,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0000157,-4.804,Marine,Plankton,Pelagic,Tropical,27,0.0048,.,.,-2.319,.,12,NH4,SRP,36.9,7.83,1.26,5.5,75.58,13.74,Excretion individual,Raw data from author(s),T. Ikeda
3356,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0000159,-4.799,Marine,Plankton,Pelagic,Tropical,28.5,0.0175,0.0007,55.357,-1.757,-3.155,12,NH4,SRP,36.9,7.83,1.26,5.5,75.78,13.78,Excretion individual,Raw data from author(s),T. Ikeda
3357,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0000377,-4.424,Marine,Plankton,Pelagic,Tropical,27,0.017,.,.,-1.77,.,12,NH4,SRP,36.9,7.83,1.26,5.5,75.66,13.76,Excretion individual,Raw data from author(s),T. Ikeda
3358,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0001176,-3.93,Marine,Plankton,Pelagic,Subtropical,24,0.0658,0.013,11.208,-1.182,-1.886,12,NH4,SRP,36.9,7.83,1.26,5.5,75.64,13.76,Excretion individual,Raw data from author(s),T. Ikeda
3359,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.0002019,-3.695,Marine,Plankton,Pelagic,Subtropical,24,0.056,0.011,11.273,-1.252,-1.959,12,NH4,SRP,36.9,7.83,1.26,5.5,75.65,13.76,Excretion individual,Raw data from author(s),T. Ikeda
3360,33,Ikeda database,Mysis larva,Mysis2,Invertebrate,Arthropoda,Malacostraca,Mysida,Mysidae,omni,0.000232,-3.635,Marine,Plankton,Pelagic,Subtropical,24,0.0798,0.0087,20.31,-1.098,-2.06,12,NH4,SRP,36.9,7.83,1.26,5.5,75.66,13.76,Excretion individual,Raw data from author(s),T. Ikeda
3361,33,Ikeda database,Naiades cantrainii,Naiaca,Invertebrate,Annelida,Polychaeta,Phyllodocida,Alciopidae,invert,0.00366,-2.437,Marine,Benthos,Pelagic,Subtropical,19.7,0.99,.,.,-0.004,.,12,NH4,SRP,41,8.5,1,5.63,105.92,18.82,Excretion individual,Raw data from author(s),T. Ikeda
3362,33,Ikeda database,Nannocalanus minor,Nannmi,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Calanidae,omni,0.0000381,-4.419,Marine,Plankton,Pelagic,Tropical,26.9,0.02,.,.,-1.699,.,12,NH4,SRP,42.5,11.3,0.79,4.39,138.98,31.67,Excretion individual,Raw data from author(s),T. Ikeda
3363,33,Ikeda database,Nannocalanus minor,Nannmi,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Calanidae,omni,0.0000409,-4.388,Marine,Plankton,Pelagic,Tropical,26.9,0.019,.,.,-1.721,.,12,NH4,SRP,42.5,11.3,0.79,4.39,139.03,31.69,Excretion individual,Raw data from author(s),T. Ikeda
3364,33,Ikeda database,Nannocalanus minor,Nannmi,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Calanidae,omni,0.0000412,-4.385,Marine,Plankton,Pelagic,Tropical,26.9,0.023,.,.,-1.638,.,12,NH4,SRP,42.5,11.3,0.79,4.39,139.18,31.72,Excretion individual,Raw data from author(s),T. Ikeda
3365,33,Ikeda database,Neocalanus cristatus,Neoccr,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Calanidae,omni,0.000892,-3.05,Marine,Plankton,Pelagic,WN Pacific,6.9,0.137,.,.,-0.863,.,12,NH4,SRP,49.8,8.4,0.6,6.92,214.42,31,Excretion individual,Raw data from author(s),T. Ikeda
3366,33,Ikeda database,Neocalanus cristatus,Neoccr,Invertebrate,Arthropoda,Maxillopoda,Calanoida,Calanidae,omni,0.0016,-2.796,Marine,Plankton,Pelagic,WN Pacific,6,0.172,.,.,-0.764,.,12,NH4,SRP,49.8,8.4,0.6,6.92,214.42,31,Excretion individual,Raw data from author(s),T. Ikeda
