Index,Source number,Source name,Species name,Species code,Invert/Vert,Phylum,Class,Order,Family,Trophic guild,Dry mass (g),Log dry mass,Ecosystem Type,Energy Source,Habitat,Resident ecosystem,Temperature (C),N excretion rate (ug N/ind/h),P excretion rate (ug P/ind/h),Excreted N:P (molar),Log N excretion,Log P excretion,Incubation time (h),N form,P form,Body C,Body N,Body P,Body CN,Body CP,Body NP,Body data source,Data source,Data provider(s)
5032,49,McManamay et al 2011,Isonychiidae,Isonyc,Invertebrate,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,algdetr,0.005,-2.301,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,0.3119,0.1424,4.849,-0.506,-0.846,1,NH4,SRP,48.08,10.86,0.51,5.16,245.31,55.51,Species mean same study,Raw data from author(s),R.A. McManamay
5033,49,McManamay et al 2011,Isonychiidae,Isonyc,Invertebrate,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,algdetr,0.007,-2.155,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,0.3657,0.0436,18.59,-0.437,-1.361,1,NH4,SRP,48.08,10.86,0.51,5.16,245.31,55.51,Species mean same study,Raw data from author(s),R.A. McManamay
5034,49,McManamay et al 2011,Isonychiidae,Isonyc,Invertebrate,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,algdetr,0.00775,-2.111,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,0.5478,0.4373,2.774,-0.261,-0.359,1,NH4,SRP,48.08,10.86,0.51,5.16,245.31,44.73,Species mean same study,Raw data from author(s),R.A. McManamay
5035,49,McManamay et al 2011,Limnephilidae,Limnep,Invertebrate,Arthropoda,Insecta,Trichoptera,Limnephilidae,algdetr,0.036,-1.444,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.0166,0.1774,0.207,-1.779,-0.751,1,NH4,SRP,49.81,9.6,0.57,6.06,225.77,37.28,Family mean same study,Raw data from author(s),R.A. McManamay
5036,49,McManamay et al 2011,Limnephilidae,Limnep,Invertebrate,Arthropoda,Insecta,Trichoptera,Limnephilidae,algdetr,0.04,-1.398,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.1187,0.0335,7.833,-0.926,-1.474,1,NH4,SRP,49.81,9.6,0.57,6.06,225.77,37.28,Family mean same study,Raw data from author(s),R.A. McManamay
5037,49,McManamay et al 2011,Limnephilidae,Limnep,Invertebrate,Arthropoda,Insecta,Trichoptera,Limnephilidae,algdetr,0.049,-1.31,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.3069,0.2658,2.556,-0.513,-0.575,1,NH4,SRP,49.81,9.6,0.57,6.06,225.77,37.28,Family mean same study,Raw data from author(s),R.A. McManamay
5038,49,McManamay et al 2011,Limnephilidae,Limnep,Invertebrate,Arthropoda,Insecta,Trichoptera,Limnephilidae,algdetr,0.05,-1.301,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.4866,0.8821,1.221,-0.313,-0.054,1,NH4,SRP,49.81,9.6,0.57,6.06,225.77,37.28,Family mean same study,Raw data from author(s),R.A. McManamay
5039,49,McManamay et al 2011,Limnephilidae,Limnep,Invertebrate,Arthropoda,Insecta,Trichoptera,Limnephilidae,algdetr,0.053,-1.276,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.1421,0.1381,2.278,-0.847,-0.86,1,NH4,SRP,49.81,9.6,0.57,6.06,225.77,37.28,Family mean same study,Raw data from author(s),R.A. McManamay
5040,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,2.79,0.446,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,444.95,80.32,12.266,2.648,1.905,0.5,NH4,SRP,42.2,11.46,1.35,4.29,80.67,18.78,Excretion individual,Raw data from author(s),R.A. McManamay
5041,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,3.32,0.521,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,339.76,39.88,18.863,2.531,1.601,0.5,NH4,SRP,45.98,10.53,2.18,5.1,54.51,10.7,Excretion individual,Raw data from author(s),R.A. McManamay
5042,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,4.99,0.698,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,481.53,37.76,28.236,2.683,1.577,0.5,NH4,SRP,42.94,11.42,2.18,4.39,50.9,11.61,Excretion individual,Raw data from author(s),R.A. McManamay
5043,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,6.89,0.838,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,553.24,146.49,8.362,2.743,2.166,0.5,NH4,SRP,47.16,10.57,1.73,5.21,70.34,13.51,Excretion individual,Raw data from author(s),R.A. McManamay
5044,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,8.03,0.905,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,584.02,1020.1,1.268,2.766,3.009,0.5,NH4,SRP,43.82,11.67,2.66,4.38,42.49,9.7,Excretion individual,Raw data from author(s),R.A. McManamay
5045,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,8.38,0.923,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,1331.96,95.22,30.973,3.124,1.979,0.5,NH4,SRP,42.32,11.03,1.42,4.48,77,17.2,Excretion individual,Raw data from author(s),R.A. McManamay
5046,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,8.48,0.928,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,664.82,65.67,22.416,2.823,1.817,0.5,NH4,SRP,46.19,10.74,2.01,5.02,59.27,11.82,Excretion individual,Raw data from author(s),R.A. McManamay
5047,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,9.08,0.958,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,1325.02,221.3,13.258,3.122,2.345,0.5,NH4,SRP,44.69,11.29,2.42,4.62,47.72,10.34,Excretion individual,Raw data from author(s),R.A. McManamay
5048,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,10.06,1.003,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,681.95,34.66,43.563,2.834,1.54,0.5,NH4,SRP,46.56,11.26,2.19,4.83,54.96,11.39,Excretion individual,Raw data from author(s),R.A. McManamay
5049,49,McManamay et al 2011,Nocomis leptocephalus,Nocole,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,omni,13.77,1.139,Freshwater-Lotic,Benthos,Benthic,"Mira Fork, Virginia, USA",16,1349.4,12.21,244.677,3.13,1.087,0.5,NH4,SRP,49.34,10.01,1.94,5.75,65.69,11.43,Excretion individual,Raw data from author(s),R.A. McManamay
5050,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,0.4,-0.398,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,56.57,7.01,17.876,1.753,0.846,0.5,NH4,SRP,44.26,12.01,1.45,4.3,79.06,18.38,Excretion individual,Raw data from author(s),R.A. McManamay
5051,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,0.43,-0.367,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,90.55,0.55,362.457,1.957,-0.257,0.5,NH4,SRP,44.88,12.11,1.34,4.32,86.61,20.04,Excretion individual,Raw data from author(s),R.A. McManamay
5052,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,0.74,-0.131,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,328.81,42.22,17.245,2.517,1.626,0.5,NH4,SRP,45.52,11.49,1.77,4.62,66.36,14.36,Excretion individual,Raw data from author(s),R.A. McManamay
5053,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,4.05,0.607,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,546.46,153.3,7.893,2.738,2.186,0.5,NH4,SRP,47.67,10.81,2.08,5.15,59.07,11.48,Excretion individual,Raw data from author(s),R.A. McManamay
5054,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,6.22,0.794,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,474.54,157.34,6.679,2.676,2.197,0.5,NH4,SRP,47.07,11.01,2.06,4.99,59,11.83,Excretion individual,Raw data from author(s),R.A. McManamay
5055,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,7.69,0.886,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,455.36,127.34,7.918,2.658,2.105,0.5,NH4,SRP,50.25,10.56,1.48,5.55,87.73,15.8,Excretion individual,Raw data from author(s),R.A. McManamay
5056,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,8.59,0.934,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,659.37,143.28,10.19,2.819,2.156,0.5,NH4,SRP,47.94,10.8,1.73,5.18,71.8,13.86,Excretion individual,Raw data from author(s),R.A. McManamay
5057,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,9.81,0.992,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,698.94,162.7,9.512,2.844,2.211,0.5,NH4,SRP,47.69,10.89,2.12,5.11,58.23,11.4,Excretion individual,Raw data from author(s),R.A. McManamay
5058,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,10.27,1.012,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,703.7,216.19,7.207,2.847,2.335,0.5,NH4,SRP,49.83,9.69,1.81,6,71.08,11.85,Excretion individual,Raw data from author(s),R.A. McManamay
5059,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,14.39,1.158,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,489.73,145.98,7.429,2.69,2.164,0.5,NH4,SRP,50.75,10.21,1.44,5.8,91.08,15.71,Excretion individual,Raw data from author(s),R.A. McManamay
5060,49,McManamay et al 2011,Oncorhynchus mykiss,Oncomy,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,18.53,1.268,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,868.33,396.26,4.852,2.939,2.598,0.5,NH4,SRP,42.89,12.52,0.94,4,118.24,29.58,Excretion individual,Raw data from author(s),R.A. McManamay
5061,49,McManamay et al 2011,Perlidae,Perlid,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlidae,invert,0.016,-1.796,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.0848,0.0933,2.013,-1.072,-1.03,1,NH4,SRP,49.23,12.83,0.47,4.48,268.31,70.31,Family mean same study,Raw data from author(s),R.A. McManamay
5062,49,McManamay et al 2011,Perlidae,Perlid,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlidae,invert,0.017,-1.77,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.2055,0.3609,1.26,-0.687,-0.443,1,NH4,SRP,49.23,12.83,0.47,4.48,268.31,70.31,Family mean same study,Raw data from author(s),R.A. McManamay
5063,49,McManamay et al 2011,Perlidae,Perlid,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlidae,invert,0.018,-1.745,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.1074,0.0557,4.265,-0.969,-1.254,1,NH4,SRP,49.23,12.83,0.47,4.48,268.31,70.31,Family mean same study,Raw data from author(s),R.A. McManamay
5064,49,McManamay et al 2011,Perlidae,Perlid,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlidae,invert,0.018,-1.745,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.0591,0.0199,6.568,-1.228,-1.701,1,NH4,SRP,49.23,12.83,0.47,4.48,268.31,70.31,Family mean same study,Raw data from author(s),R.A. McManamay
5065,49,McManamay et al 2011,Perlidae,Perlid,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlidae,invert,0.031,-1.509,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.1409,0.0442,7.063,-0.851,-1.355,1,NH4,SRP,49.23,12.83,0.47,4.48,268.31,70.31,Family mean same study,Raw data from author(s),R.A. McManamay
5066,49,McManamay et al 2011,Perlodidae,Perlod,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlodidae,invert,0.002,-2.699,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,0.6441,0.2308,6.181,-0.191,-0.637,1,NH4,SRP,50.13,12.3,0.39,4.75,330.95,69.62,Family mean same study,Raw data from author(s),R.A. McManamay
5067,49,McManamay et al 2011,Perlodidae,Perlod,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlodidae,invert,0.003,-2.523,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,1.0132,0.6956,3.225,0.006,-0.158,1,NH4,SRP,50.13,12.3,0.39,4.75,330.95,69.62,Family mean same study,Raw data from author(s),R.A. McManamay
5068,49,McManamay et al 2011,Perlodidae,Perlod,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlodidae,invert,0.003,-2.523,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,1.0588,0.4671,5.02,0.025,-0.331,1,NH4,SRP,50.13,12.3,0.39,4.75,330.95,69.62,Family mean same study,Raw data from author(s),R.A. McManamay
5069,49,McManamay et al 2011,Perlodidae,Perlod,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlodidae,invert,0.004,-2.398,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,1.5334,0.4857,6.99,0.186,-0.314,1,NH4,SRP,50.13,12.3,0.39,4.75,330.95,69.62,Family mean same study,Raw data from author(s),R.A. McManamay
5070,49,McManamay et al 2011,Perlodidae,Perlod,Invertebrate,Arthropoda,Insecta,Plecoptera,Perlodidae,invert,0.004,-2.398,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,0.8457,0.3374,5.551,-0.073,-0.472,1,NH4,SRP,50.13,12.3,0.39,4.75,330.95,69.62,Family mean same study,Raw data from author(s),R.A. McManamay
5071,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.021,-1.678,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.017,0.1654,0.228,-1.77,-0.782,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,48.49,Family mean same study,Raw data from author(s),R.A. McManamay
5072,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.029,-1.538,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.0174,0.0878,0.438,-1.76,-1.056,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,48.49,Family mean same study,Raw data from author(s),R.A. McManamay
5073,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.032,-1.495,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.1451,0.0141,22.831,-0.838,-1.852,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,42.3,Family mean same study,Raw data from author(s),R.A. McManamay
5074,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.037,-1.432,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.1518,0.0215,15.665,-0.819,-1.668,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,42.3,Family mean same study,Raw data from author(s),R.A. McManamay
5075,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.038,-1.42,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.0309,0.0555,1.233,-1.51,-1.256,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,48.49,Family mean same study,Raw data from author(s),R.A. McManamay
5076,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.048,-1.319,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.1007,0.0147,15.155,-0.997,-1.832,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,42.3,Family mean same study,Raw data from author(s),R.A. McManamay
5077,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.052,-1.284,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.0974,0.0921,2.341,-1.012,-1.036,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,48.49,Family mean same study,Raw data from author(s),R.A. McManamay
5078,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.074,-1.131,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,0.1139,0.0755,3.34,-0.944,-1.122,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,48.49,Family mean same study,Raw data from author(s),R.A. McManamay
5079,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.088,-1.056,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.1418,0.1387,2.264,-0.848,-0.858,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,42.3,Family mean same study,Raw data from author(s),R.A. McManamay
5080,49,McManamay et al 2011,Pteronarcyidae,Pteron1,Invertebrate,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,algdetr,0.115,-0.939,Freshwater-Lotic,Benthos,Benthic,"Shope Fork, North Carolina, USA",14,0.0247,0.2592,0.211,-1.608,-0.586,1,NH4,SRP,49.69,11.32,0.56,5.12,231.09,42.3,Family mean same study,Raw data from author(s),R.A. McManamay
5081,49,McManamay et al 2011,Rhinichthys cataractae,Rhinca,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,invert,0.97,-0.013,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,74.05,11.57,14.174,1.87,1.063,0.5,NH4,SRP,49.04,9.34,2.04,6.12,62.19,10.16,Excretion individual,Raw data from author(s),R.A. McManamay
5082,49,McManamay et al 2011,Rhinichthys cataractae,Rhinca,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,invert,1.25,0.097,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,122.55,26.62,10.194,2.088,1.425,0.5,NH4,SRP,48.45,9.29,2.58,6.09,48.52,7.97,Excretion individual,Raw data from author(s),R.A. McManamay
5083,49,McManamay et al 2011,Rhinichthys cataractae,Rhinca,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,invert,1.67,0.223,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,76.25,20.39,8.282,1.882,1.309,0.5,NH4,SRP,47.98,8.65,2.27,6.47,54.52,8.43,Excretion individual,Raw data from author(s),R.A. McManamay
5084,49,McManamay et al 2011,Rhinichthys cataractae,Rhinca,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,invert,2.21,0.344,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,221.97,174.11,2.823,2.346,2.241,0.5,NH4,SRP,46.81,9.95,2.13,5.49,56.79,10.35,Excretion individual,Raw data from author(s),R.A. McManamay
5085,49,McManamay et al 2011,Rhinichthys cataractae,Rhinca,Vertebrate,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,invert,2.82,0.45,Freshwater-Lotic,Benthos,Benthic,"Ball Creek, North Carolina, USA",14,296.95,97.54,6.741,2.473,1.989,0.5,NH4,SRP,45.48,9.63,2.54,5.51,46.27,8.4,Excretion individual,Raw data from author(s),R.A. McManamay
5086,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,0.84,-0.076,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,126.71,5.14,54.594,2.103,0.711,0.5,NH4,SRP,46.52,11.69,1.87,4.64,64.22,13.83,Excretion individual,Raw data from author(s),R.A. McManamay
5087,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,1.26,0.1,Freshwater-Lotic,Benthos,Benthic,"Big Wilson Creek, Virginia, USA",14,164.93,14.66,24.905,2.217,1.166,0.5,NH4,SRP,45.69,11.75,1.64,4.54,72.14,15.89,Excretion individual,Raw data from author(s),R.A. McManamay
5088,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,1.43,0.155,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,154.56,8.75,39.127,2.189,0.942,0.5,NH4,SRP,46.45,11.74,1.69,4.62,70.85,15.35,Excretion individual,Raw data from author(s),R.A. McManamay
5089,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,1.5,0.176,Freshwater-Lotic,Benthos,Benthic,"Big Wilson Creek, Virginia, USA",14,230.52,23.58,21.647,2.363,1.373,0.5,NH4,SRP,46.13,11.49,1.94,4.69,61.33,13.09,Excretion individual,Raw data from author(s),R.A. McManamay
5090,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,1.7,0.23,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,1282.49,10.33,274.93,3.108,1.014,0.5,NH4,SRP,47.68,11.6,2.07,4.79,59.63,12.44,Excretion individual,Raw data from author(s),R.A. McManamay
5091,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,1.8,0.255,Freshwater-Lotic,Benthos,Benthic,"Big Wilson Creek, Virginia, USA",14,162.56,24.35,14.785,2.211,1.386,0.5,NH4,SRP,46.07,11.62,2.18,4.62,54.66,11.82,Excretion individual,Raw data from author(s),R.A. McManamay
5092,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,1.98,0.297,Freshwater-Lotic,Benthos,Benthic,"Big Wilson Creek, Virginia, USA",14,271.87,31.18,19.308,2.434,1.494,0.5,NH4,SRP,48.73,11.2,1.68,5.07,74.98,14.77,Excretion individual,Raw data from author(s),R.A. McManamay
5093,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,2.02,0.305,Freshwater-Lotic,Benthos,Benthic,"Big Wilson Creek, Virginia, USA",14,276.91,32.83,18.678,2.442,1.516,0.5,NH4,SRP,46.43,11.92,1.78,4.54,67.48,14.85,Excretion individual,Raw data from author(s),R.A. McManamay
5094,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,2.28,0.358,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,231.78,9.68,52.999,2.365,0.986,0.5,NH4,SRP,45.54,11.78,1.59,4.51,74.12,16.44,Excretion individual,Raw data from author(s),R.A. McManamay
5095,49,McManamay et al 2011,Salvelinus fontinalis,Salvfo,Vertebrate,Chordata,Osteichthyes,Salmoniformes,Salmonidae,invert,3.14,0.497,Freshwater-Lotic,Benthos,Benthic,"Cabin Creek, Virginia, USA",14,260.47,16.83,34.273,2.416,1.226,0.5,NH4,SRP,44.67,11.91,1.97,4.38,58.72,13.42,Excretion individual,Raw data from author(s),R.A. McManamay
5096,50,Mellina et al 1993,Dreissena polymorpha,Dreipo,Invertebrate,Mollusca,Bivalvia,Veneroida,Dreissenidae,algdetr,0.00014,-3.851,Freshwater-Lentic,Plankton,Benthic,"Oneida Lake, New York, USA and Lake St. Francis, Ontario, Canada",22,.,0.0087,.,.,-2.06,12,.,SRP,48.59,9.74,0.91,5.82,138.54,24.9,Species mean other study,digitized from paper,n/a
5097,50,Mellina et al 1993,Dreissena polymorpha,Dreipo,Invertebrate,Mollusca,Bivalvia,Veneroida,Dreissenidae,algdetr,0.00029,-3.543,Freshwater-Lentic,Plankton,Benthic,"Oneida Lake, New York, USA and Lake St. Francis, Ontario, Canada",22,.,0.0105,.,.,-1.98,12,.,SRP,48.59,9.74,0.91,5.82,138.54,24.9,Species mean other study,digitized from paper,n/a
5098,50,Mellina et al 1993,Dreissena polymorpha,Dreipo,Invertebrate,Mollusca,Bivalvia,Veneroida,Dreissenidae,algdetr,0.00033,-3.484,Freshwater-Lentic,Plankton,Benthic,"Oneida Lake, New York, USA and Lake St. Francis, Ontario, Canada",17,.,0.0162,.,.,-1.79,12,.,SRP,48.59,9.74,0.91,5.82,138.54,24.9,Species mean other study,digitized from paper,n/a
5099,50,Mellina et al 1993,Dreissena polymorpha,Dreipo,Invertebrate,Mollusca,Bivalvia,Veneroida,Dreissenidae,algdetr,0.00034,-3.463,Freshwater-Lentic,Plankton,Benthic,"Oneida Lake, New York, USA and Lake St. Francis, Ontario, Canada",22,.,0.0129,.,.,-1.89,12,.,SRP,48.59,9.74,0.91,5.82,138.54,24.9,Species mean other study,digitized from paper,n/a
